year,garnizon,place,suicides,outcome
2010,Gorzów Wlkp.,railway,7,Attempted
2010,Gorzów Wlkp.,street,4,Attempted
2010,Gorzów Wlkp.,park/forest,12,Attempted
2010,Gorzów Wlkp.,river/lake,5,Attempted
2010,Gorzów Wlkp.,medical facility,1,Attempted
2010,Gorzów Wlkp.,legal_isolation,0,Attempted
2010,Gorzów Wlkp.,military area,1,Attempted
2010,Gorzów Wlkp.,workplace,0,Attempted
2010,Łódź,apartment,181,Attempted
2010,Łódź,garage/basement/attic,45,Attempted
2010,Łódź,farm building,85,Attempted
2010,Łódź,railway,15,Attempted
2010,Łódź,street,6,Attempted
2010,Łódź,park/forest,33,Attempted
2010,Łódź,river/lake,4,Attempted
2010,Łódź,medical facility,3,Attempted
2010,Łódź,legal_isolation,1,Attempted
2010,Łódź,military area,0,Attempted
2010,Łódź,workplace,4,Attempted
2010,Kraków,apartment,188,Attempted
2010,Kraków,garage/basement/attic,74,Attempted
2010,Kraków,farm building,96,Attempted
2010,Kraków,railway,6,Attempted
2010,Kraków,street,4,Attempted
2010,Kraków,park/forest,32,Attempted
2010,Kraków,river/lake,10,Attempted
2010,Kraków,medical facility,5,Attempted
2010,Kraków,legal_isolation,2,Attempted
2010,Kraków,military area,0,Attempted
2010,Kraków,workplace,3,Attempted
2010,Radom,apartment,127,Attempted
2010,Radom,garage/basement/attic,53,Attempted
2010,Radom,farm building,128,Attempted
2010,Radom,railway,6,Attempted
2010,Radom,street,1,Attempted
2010,Radom,park/forest,34,Attempted
2010,Radom,river/lake,2,Attempted
2010,Radom,medical facility,5,Attempted
2010,Radom,legal_isolation,1,Attempted
2010,Radom,military area,0,Attempted
2010,Radom,workplace,3,Attempted
2010,Opole,apartment,77,Attempted
2010,Opole,garage/basement/attic,22,Attempted
2010,Opole,farm building,23,Attempted
2010,Opole,railway,6,Attempted
2010,Opole,street,2,Attempted
2010,Opole,park/forest,9,Attempted
2010,Opole,river/lake,8,Attempted
2010,Opole,medical facility,4,Attempted
2010,Opole,legal_isolation,1,Attempted
2010,Opole,military area,0,Attempted
2010,Opole,workplace,3,Attempted
2010,Rzeszów,apartment,94,Attempted
2010,Rzeszów,garage/basement/attic,27,Attempted
2010,Rzeszów,farm building,61,Attempted
2010,Rzeszów,railway,4,Attempted
2010,Rzeszów,street,1,Attempted
2010,Rzeszów,park/forest,22,Attempted
2010,Rzeszów,river/lake,4,Attempted
2010,Rzeszów,medical facility,1,Attempted
2010,Rzeszów,legal_isolation,0,Attempted
2010,Rzeszów,military area,0,Attempted
2010,Rzeszów,workplace,5,Attempted
2010,Białystok,apartment,96,Attempted
2010,Białystok,garage/basement/attic,27,Attempted
2010,Białystok,farm building,51,Attempted
2010,Białystok,railway,3,Attempted
2010,Białystok,street,3,Attempted
2010,Białystok,park/forest,16,Attempted
2010,Białystok,river/lake,6,Attempted
2010,Białystok,medical facility,2,Attempted
2010,Białystok,legal_isolation,1,Attempted
2010,Białystok,military area,0,Attempted
2010,Białystok,workplace,2,Attempted
2010,Gdańsk,apartment,105,Attempted
2010,Gdańsk,garage/basement/attic,45,Attempted
2010,Gdańsk,farm building,39,Attempted
2010,Gdańsk,railway,7,Attempted
2010,Gdańsk,street,2,Attempted
2010,Gdańsk,park/forest,25,Attempted
2010,Gdańsk,river/lake,3,Attempted
2010,Gdańsk,medical facility,0,Attempted
2010,Gdańsk,legal_isolation,1,Attempted
2010,Gdańsk,military area,0,Attempted
2010,Gdańsk,workplace,2,Attempted
2010,Katowice,apartment,337,Attempted
2010,Katowice,garage/basement/attic,99,Attempted
2010,Katowice,farm building,79,Attempted
2010,Katowice,railway,18,Attempted
2010,Katowice,street,15,Attempted
2010,Katowice,park/forest,47,Attempted
2010,Katowice,river/lake,10,Attempted
2010,Katowice,medical facility,5,Attempted
2010,Katowice,legal_isolation,1,Attempted
2010,Katowice,military area,1,Attempted
2010,Katowice,workplace,5,Attempted
2010,Kielce,apartment,68,Attempted
2010,Kielce,garage/basement/attic,16,Attempted
2010,Kielce,farm building,61,Attempted
2010,Kielce,railway,0,Attempted
2010,Kielce,street,0,Attempted
2010,Kielce,park/forest,22,Attempted
2010,Kielce,river/lake,4,Attempted
2010,Kielce,medical facility,3,Attempted
2010,Kielce,legal_isolation,1,Attempted
2010,Kielce,military area,0,Attempted
2010,Kielce,workplace,1,Attempted
2010,Olsztyn,apartment,195,Attempted
2010,Olsztyn,garage/basement/attic,25,Attempted
2010,Olsztyn,farm building,40,Attempted
2010,Olsztyn,railway,11,Attempted
2010,Olsztyn,street,5,Attempted
2010,Olsztyn,park/forest,26,Attempted
2010,Olsztyn,river/lake,6,Attempted
2010,Olsztyn,medical facility,1,Attempted
2010,Olsztyn,legal_isolation,1,Attempted
2010,Olsztyn,military area,0,Attempted
2010,Olsztyn,workplace,3,Attempted
2010,Poznań,apartment,136,Attempted
2010,Poznań,garage/basement/attic,52,Attempted
2010,Poznań,farm building,76,Attempted
2010,Poznań,railway,16,Attempted
2010,Poznań,street,6,Attempted
2010,Poznań,park/forest,41,Attempted
2010,Poznań,river/lake,3,Attempted
2010,Poznań,medical facility,5,Attempted
2010,Poznań,legal_isolation,1,Attempted
2010,Poznań,military area,0,Attempted
2010,Poznań,workplace,0,Attempted
2010,Szczecin,apartment,102,Attempted
2010,Szczecin,garage/basement/attic,22,Attempted
2010,Szczecin,farm building,28,Attempted
2010,Szczecin,railway,5,Attempted
2010,Szczecin,street,2,Attempted
2010,Szczecin,park/forest,15,Attempted
2010,Szczecin,river/lake,4,Attempted
2010,Szczecin,medical facility,2,Attempted
2010,Szczecin,legal_isolation,1,Attempted
2010,Szczecin,military area,0,Attempted
2010,Szczecin,workplace,1,Attempted
2010,Warszawa,apartment,116,Attempted
2010,Warszawa,garage/basement/attic,23,Attempted
2010,Warszawa,farm building,21,Attempted
2010,Warszawa,railway,6,Attempted
2010,Warszawa,street,6,Attempted
2010,Warszawa,park/forest,20,Attempted
2010,Warszawa,river/lake,7,Attempted
2010,Warszawa,medical facility,1,Attempted
2010,Warszawa,legal_isolation,1,Attempted
2010,Warszawa,military area,0,Attempted
2010,Warszawa,workplace,1,Attempted
2011,Wrocław,apartment,105,Attempted
2011,Wrocław,garage/basement/attic,33,Attempted
2011,Wrocław,farm building,28,Attempted
2011,Wrocław,railway,2,Attempted
2011,Wrocław,street,4,Attempted
2011,Wrocław,park/forest,32,Attempted
2011,Wrocław,river/lake,3,Attempted
2011,Wrocław,medical facility,1,Attempted
2011,Wrocław,legal_isolation,2,Attempted
2011,Wrocław,military area,0,Attempted
2011,Wrocław,workplace,2,Attempted
2011,Bydgoszcz,apartment,124,Attempted
2011,Bydgoszcz,garage/basement/attic,44,Attempted
2011,Bydgoszcz,farm building,58,Attempted
2011,Bydgoszcz,railway,8,Attempted
2011,Bydgoszcz,street,5,Attempted
2011,Bydgoszcz,park/forest,30,Attempted
2011,Bydgoszcz,river/lake,7,Attempted
2011,Bydgoszcz,medical facility,1,Attempted
2011,Bydgoszcz,legal_isolation,2,Attempted
2011,Bydgoszcz,military area,1,Attempted
2011,Bydgoszcz,workplace,2,Attempted
2011,Lublin,apartment,105,Attempted
2011,Lublin,garage/basement/attic,24,Attempted
2011,Lublin,farm building,94,Attempted
2011,Lublin,railway,3,Attempted
2011,Lublin,street,3,Attempted
2011,Lublin,park/forest,26,Attempted
2011,Lublin,river/lake,6,Attempted
2011,Lublin,medical facility,3,Attempted
2011,Lublin,legal_isolation,0,Attempted
2011,Lublin,military area,0,Attempted
2011,Lublin,workplace,3,Attempted
2011,Gorzów Wlkp.,apartment,99,Attempted
2011,Gorzów Wlkp.,garage/basement/attic,19,Attempted
2011,Gorzów Wlkp.,farm building,22,Attempted
2011,Gorzów Wlkp.,railway,7,Attempted
2011,Gorzów Wlkp.,street,6,Attempted
2011,Gorzów Wlkp.,park/forest,20,Attempted
2011,Gorzów Wlkp.,river/lake,5,Attempted
2011,Gorzów Wlkp.,medical facility,0,Attempted
2011,Gorzów Wlkp.,legal_isolation,0,Attempted
2011,Gorzów Wlkp.,military area,0,Attempted
2011,Gorzów Wlkp.,workplace,3,Attempted
2011,Łódź,apartment,167,Attempted
2011,Łódź,garage/basement/attic,51,Attempted
2011,Łódź,farm building,102,Attempted
2011,Łódź,railway,14,Attempted
2011,Łódź,street,4,Attempted
2011,Łódź,park/forest,34,Attempted
2011,Łódź,river/lake,4,Attempted
2011,Łódź,medical facility,4,Attempted
2011,Łódź,legal_isolation,0,Attempted
2011,Łódź,military area,0,Attempted
2011,Łódź,workplace,3,Attempted
2011,Kraków,apartment,176,Attempted
2011,Kraków,garage/basement/attic,62,Attempted
2011,Kraków,farm building,103,Attempted
2011,Kraków,railway,5,Attempted
2011,Kraków,street,4,Attempted
2011,Kraków,park/forest,33,Attempted
2011,Kraków,river/lake,8,Attempted
2011,Kraków,medical facility,2,Attempted
2011,Kraków,legal_isolation,0,Attempted
2011,Kraków,military area,0,Attempted
2011,Kraków,workplace,4,Attempted
2011,Radom,apartment,106,Attempted
2011,Radom,garage/basement/attic,31,Attempted
2011,Radom,farm building,111,Attempted
2011,Radom,railway,3,Attempted
2011,Radom,street,5,Attempted
2011,Radom,park/forest,40,Attempted
2011,Radom,river/lake,3,Attempted
2011,Radom,medical facility,1,Attempted
2011,Radom,legal_isolation,0,Attempted
2011,Radom,military area,0,Attempted
2011,Radom,workplace,0,Attempted
2011,Opole,apartment,58,Attempted
2011,Opole,garage/basement/attic,23,Attempted
2011,Opole,farm building,17,Attempted
2011,Opole,railway,3,Attempted
2011,Opole,street,3,Attempted
2011,Opole,park/forest,7,Attempted
2011,Opole,river/lake,3,Attempted
2011,Opole,medical facility,3,Attempted
2011,Opole,legal_isolation,1,Attempted
2011,Opole,military area,0,Attempted
2011,Opole,workplace,3,Attempted
2011,Rzeszów,apartment,57,Attempted
2011,Rzeszów,garage/basement/attic,28,Attempted
2011,Rzeszów,farm building,59,Attempted
2011,Rzeszów,railway,3,Attempted
2011,Rzeszów,street,2,Attempted
2011,Rzeszów,park/forest,16,Attempted
2011,Rzeszów,river/lake,5,Attempted
2011,Rzeszów,medical facility,0,Attempted
2011,Rzeszów,legal_isolation,1,Attempted
2011,Rzeszów,military area,0,Attempted
2011,Rzeszów,workplace,0,Attempted
2011,Białystok,apartment,90,Attempted
2011,Białystok,garage/basement/attic,19,Attempted
2011,Białystok,farm building,47,Attempted
2011,Białystok,railway,4,Attempted
2011,Białystok,street,0,Attempted
2011,Białystok,park/forest,16,Attempted
2011,Białystok,river/lake,0,Attempted
2011,Białystok,medical facility,3,Attempted
2011,Białystok,legal_isolation,5,Attempted
2011,Białystok,military area,0,Attempted
2011,Białystok,workplace,2,Attempted
2011,Gdańsk,apartment,106,Attempted
2011,Gdańsk,garage/basement/attic,34,Attempted
2011,Gdańsk,farm building,35,Attempted
2011,Gdańsk,railway,5,Attempted
2011,Gdańsk,street,1,Attempted
2011,Gdańsk,park/forest,36,Attempted
2011,Gdańsk,river/lake,6,Attempted
2011,Gdańsk,medical facility,2,Attempted
2011,Gdańsk,legal_isolation,1,Attempted
2011,Gdańsk,military area,0,Attempted
2011,Gdańsk,workplace,0,Attempted
2011,Katowice,apartment,358,Attempted
2011,Katowice,garage/basement/attic,67,Attempted
2011,Katowice,farm building,61,Attempted
2011,Katowice,railway,14,Attempted
2011,Katowice,street,13,Attempted
2011,Katowice,park/forest,57,Attempted
2011,Katowice,river/lake,7,Attempted
2011,Katowice,medical facility,6,Attempted
2011,Katowice,legal_isolation,5,Attempted
2011,Katowice,military area,0,Attempted
2011,Katowice,workplace,5,Attempted
2011,Kielce,apartment,44,Attempted
2011,Kielce,garage/basement/attic,13,Attempted
2011,Kielce,farm building,58,Attempted
2011,Kielce,railway,2,Attempted
2011,Kielce,street,3,Attempted
2011,Kielce,park/forest,17,Attempted
2011,Kielce,river/lake,6,Attempted
2011,Kielce,medical facility,5,Attempted
2011,Kielce,legal_isolation,0,Attempted
2011,Kielce,military area,0,Attempted
2011,Kielce,workplace,2,Attempted
2011,Olsztyn,apartment,183,Attempted
2011,Olsztyn,garage/basement/attic,26,Attempted
2011,Olsztyn,farm building,45,Attempted
2011,Olsztyn,railway,4,Attempted
2011,Olsztyn,street,2,Attempted
2011,Olsztyn,park/forest,25,Attempted
2011,Olsztyn,river/lake,8,Attempted
2011,Olsztyn,medical facility,0,Attempted
2011,Olsztyn,legal_isolation,0,Attempted
2011,Olsztyn,military area,0,Attempted
2011,Olsztyn,workplace,2,Attempted
2011,Poznań,apartment,107,Attempted
2011,Poznań,garage/basement/attic,39,Attempted
2011,Poznań,farm building,62,Attempted
2011,Poznań,railway,17,Attempted
2011,Poznań,street,4,Attempted
2011,Poznań,park/forest,34,Attempted
2011,Poznań,river/lake,6,Attempted
2011,Poznań,medical facility,1,Attempted
2011,Poznań,legal_isolation,2,Attempted
2011,Poznań,military area,0,Attempted
2011,Poznań,workplace,5,Attempted
2011,Szczecin,apartment,118,Attempted
2011,Szczecin,garage/basement/attic,25,Attempted
2011,Szczecin,farm building,25,Attempted
2011,Szczecin,railway,6,Attempted
2011,Szczecin,street,4,Attempted
2011,Szczecin,park/forest,27,Attempted
2011,Szczecin,river/lake,12,Attempted
2011,Szczecin,medical facility,0,Attempted
2011,Szczecin,legal_isolation,0,Attempted
2011,Szczecin,military area,0,Attempted
2011,Szczecin,workplace,0,Attempted
2011,Warszawa,apartment,88,Attempted
2011,Warszawa,garage/basement/attic,17,Attempted
2011,Warszawa,farm building,28,Attempted
2011,Warszawa,railway,3,Attempted
2011,Warszawa,street,4,Attempted
2011,Warszawa,park/forest,19,Attempted
2011,Warszawa,river/lake,11,Attempted
2011,Warszawa,medical facility,1,Attempted
2011,Warszawa,legal_isolation,2,Attempted
2011,Warszawa,military area,0,Attempted
2011,Warszawa,workplace,2,Attempted
2012,Wrocław,apartment,100,Attempted
2012,Wrocław,garage/basement/attic,38,Attempted
2012,Wrocław,farm building,37,Attempted
2012,Wrocław,railway,6,Attempted
2012,Wrocław,street,4,Attempted
2012,Wrocław,park/forest,19,Attempted
2012,Wrocław,river/lake,5,Attempted
2012,Wrocław,medical facility,3,Attempted
2012,Wrocław,legal_isolation,1,Attempted
2012,Wrocław,military area,0,Attempted
2012,Wrocław,workplace,6,Attempted
2012,Bydgoszcz,apartment,121,Attempted
2012,Bydgoszcz,garage/basement/attic,57,Attempted
2012,Bydgoszcz,farm building,56,Attempted
2012,Bydgoszcz,railway,7,Attempted
2012,Bydgoszcz,street,4,Attempted
2012,Bydgoszcz,park/forest,30,Attempted
2012,Bydgoszcz,river/lake,14,Attempted
2012,Bydgoszcz,medical facility,2,Attempted
2012,Bydgoszcz,legal_isolation,1,Attempted
2012,Bydgoszcz,military area,1,Attempted
2012,Bydgoszcz,workplace,5,Attempted
2012,Lublin,apartment,100,Attempted
2012,Lublin,garage/basement/attic,34,Attempted
2012,Lublin,farm building,75,Attempted
2012,Lublin,railway,2,Attempted
2012,Lublin,street,4,Attempted
2012,Lublin,park/forest,29,Attempted
2012,Lublin,river/lake,5,Attempted
2012,Lublin,medical facility,6,Attempted
2012,Lublin,legal_isolation,0,Attempted
2012,Lublin,military area,3,Attempted
2012,Lublin,workplace,2,Attempted
2012,Gorzów Wlkp.,apartment,105,Attempted
2012,Gorzów Wlkp.,garage/basement/attic,22,Attempted
2012,Gorzów Wlkp.,farm building,39,Attempted
2012,Gorzów Wlkp.,railway,2,Attempted
2012,Gorzów Wlkp.,street,2,Attempted
2012,Gorzów Wlkp.,park/forest,24,Attempted
2012,Gorzów Wlkp.,river/lake,7,Attempted
2012,Gorzów Wlkp.,medical facility,2,Attempted
2012,Gorzów Wlkp.,legal_isolation,0,Attempted
2012,Gorzów Wlkp.,military area,0,Attempted
2012,Gorzów Wlkp.,workplace,1,Attempted
2012,Łódź,apartment,201,Attempted
2012,Łódź,garage/basement/attic,48,Attempted
2012,Łódź,farm building,85,Attempted
2012,Łódź,railway,16,Attempted
2012,Łódź,street,9,Attempted
2012,Łódź,park/forest,52,Attempted
2012,Łódź,river/lake,3,Attempted
2012,Łódź,medical facility,5,Attempted
2012,Łódź,legal_isolation,1,Attempted
2012,Łódź,military area,0,Attempted
2012,Łódź,workplace,6,Attempted
2012,Kraków,apartment,190,Attempted
2012,Kraków,garage/basement/attic,55,Attempted
2012,Kraków,farm building,86,Attempted
2012,Kraków,railway,8,Attempted
2012,Kraków,street,5,Attempted
2012,Kraków,park/forest,44,Attempted
2012,Kraków,river/lake,8,Attempted
2012,Kraków,medical facility,8,Attempted
2012,Kraków,legal_isolation,0,Attempted
2012,Kraków,military area,0,Attempted
2012,Kraków,workplace,8,Attempted
2012,Radom,apartment,124,Attempted
2012,Radom,garage/basement/attic,35,Attempted
2012,Radom,farm building,82,Attempted
2012,Radom,railway,0,Attempted
2012,Radom,street,6,Attempted
2012,Radom,park/forest,39,Attempted
2012,Radom,river/lake,4,Attempted
2012,Radom,medical facility,3,Attempted
2012,Radom,legal_isolation,0,Attempted
2012,Radom,military area,0,Attempted
2012,Radom,workplace,2,Attempted
2012,Opole,apartment,55,Attempted
2012,Opole,garage/basement/attic,19,Attempted
2012,Opole,farm building,22,Attempted
2012,Opole,railway,9,Attempted
2012,Opole,street,5,Attempted
2012,Opole,park/forest,8,Attempted
2012,Opole,river/lake,6,Attempted
2012,Opole,medical facility,3,Attempted
2012,Opole,legal_isolation,1,Attempted
2012,Opole,military area,0,Attempted
2012,Opole,workplace,0,Attempted
2012,Rzeszów,apartment,70,Attempted
2012,Rzeszów,garage/basement/attic,27,Attempted
2012,Rzeszów,farm building,63,Attempted
2012,Rzeszów,railway,5,Attempted
2012,Rzeszów,street,2,Attempted
2012,Rzeszów,park/forest,26,Attempted
2012,Rzeszów,river/lake,7,Attempted
2012,Rzeszów,medical facility,1,Attempted
2012,Rzeszów,legal_isolation,0,Attempted
2012,Rzeszów,military area,0,Attempted
2012,Rzeszów,workplace,0,Attempted
2012,Białystok,apartment,78,Attempted
2012,Białystok,garage/basement/attic,28,Attempted
2012,Białystok,farm building,55,Attempted
2012,Białystok,railway,5,Attempted
2012,Białystok,street,3,Attempted
2012,Białystok,park/forest,17,Attempted
2012,Białystok,river/lake,4,Attempted
2012,Białystok,medical facility,4,Attempted
2012,Białystok,legal_isolation,1,Attempted
2012,Białystok,military area,0,Attempted
2012,Białystok,workplace,4,Attempted
2012,Gdańsk,apartment,102,Attempted
2012,Gdańsk,garage/basement/attic,34,Attempted
2012,Gdańsk,farm building,37,Attempted
2012,Gdańsk,railway,7,Attempted
2012,Gdańsk,street,6,Attempted
2012,Gdańsk,park/forest,18,Attempted
2012,Gdańsk,river/lake,5,Attempted
2012,Gdańsk,medical facility,4,Attempted
2012,Gdańsk,legal_isolation,1,Attempted
2012,Gdańsk,military area,0,Attempted
2012,Gdańsk,workplace,1,Attempted
2012,Katowice,apartment,307,Attempted
2012,Katowice,garage/basement/attic,63,Attempted
2012,Katowice,farm building,59,Attempted
2012,Katowice,railway,8,Attempted
2012,Katowice,street,15,Attempted
2012,Katowice,park/forest,44,Attempted
2012,Katowice,river/lake,4,Attempted
2012,Katowice,medical facility,13,Attempted
2012,Katowice,legal_isolation,1,Attempted
2012,Katowice,military area,0,Attempted
2012,Katowice,workplace,7,Attempted
2012,Kielce,apartment,224,Attempted
2012,Kielce,garage/basement/attic,59,Attempted
2012,Kielce,farm building,110,Attempted
2012,Kielce,railway,14,Attempted
2012,Kielce,street,15,Attempted
2012,Kielce,park/forest,31,Attempted
2012,Kielce,river/lake,12,Attempted
2012,Kielce,medical facility,11,Attempted
2012,Kielce,legal_isolation,0,Attempted
2012,Kielce,military area,0,Attempted
2012,Kielce,workplace,3,Attempted
2012,Olsztyn,apartment,157,Attempted
2012,Olsztyn,garage/basement/attic,34,Attempted
2012,Olsztyn,farm building,60,Attempted
