year,garnizon,place,suicides,outcome
2013,Opole,river/lake,2,Fatal
2013,Opole,railway,4,Fatal
2013,Opole,farm building,26,Fatal
2013,Opole,workplace,2,Fatal
2013,Poznań,street,6,Fatal
2013,Poznań,military area,0,Fatal
2013,Poznań,legal_isolation,0,Fatal
2013,Poznań,apartment,123,Fatal
2013,Poznań,park/forest,39,Fatal
2013,Poznań,garage/basement/attic,40,Fatal
2013,Poznań,medical facility,8,Fatal
2013,Poznań,river/lake,5,Fatal
2013,Poznań,railway,19,Fatal
2013,Poznań,farm building,101,Fatal
2013,Poznań,workplace,6,Fatal
2013,Rzeszów,street,0,Fatal
2013,Rzeszów,military area,0,Fatal
2013,Rzeszów,legal_isolation,0,Fatal
2013,Rzeszów,apartment,69,Fatal
2013,Rzeszów,park/forest,29,Fatal
2013,Rzeszów,garage/basement/attic,34,Fatal
2013,Rzeszów,medical facility,8,Fatal
2013,Rzeszów,river/lake,7,Fatal
2013,Rzeszów,railway,3,Fatal
2013,Rzeszów,farm building,72,Fatal
2013,Rzeszów,workplace,2,Fatal
2013,Szczecin,street,0,Fatal
2013,Szczecin,military area,0,Fatal
2013,Szczecin,legal_isolation,2,Fatal
2013,Szczecin,apartment,128,Fatal
2013,Szczecin,park/forest,39,Fatal
2013,Szczecin,garage/basement/attic,39,Fatal
2013,Szczecin,medical facility,3,Fatal
2013,Szczecin,river/lake,5,Fatal
2013,Szczecin,railway,6,Fatal
2013,Szczecin,farm building,37,Fatal
2013,Szczecin,workplace,0,Fatal
2013,Warszawa,street,12,Fatal
2013,Warszawa,military area,0,Fatal
2013,Warszawa,legal_isolation,1,Fatal
2013,Warszawa,apartment,211,Fatal
2013,Warszawa,park/forest,30,Fatal
2013,Warszawa,garage/basement/attic,47,Fatal
2013,Warszawa,medical facility,6,Fatal
2013,Warszawa,river/lake,4,Fatal
2013,Warszawa,railway,10,Fatal
2013,Warszawa,farm building,34,Fatal
2013,Warszawa,workplace,5,Fatal
2013,Radom,street,1,Fatal
2013,Radom,military area,0,Fatal
2013,Radom,legal_isolation,2,Fatal
2013,Radom,apartment,153,Fatal
2013,Radom,park/forest,36,Fatal
2013,Radom,garage/basement/attic,43,Fatal
2013,Radom,medical facility,4,Fatal
2013,Radom,river/lake,4,Fatal
2013,Radom,railway,6,Fatal
2013,Radom,farm building,144,Fatal
2013,Radom,workplace,2,Fatal
2013,Wrocław,street,7,Fatal
2013,Wrocław,military area,0,Fatal
2013,Wrocław,legal_isolation,1,Fatal
2013,Wrocław,apartment,208,Fatal
2013,Wrocław,park/forest,50,Fatal
2013,Wrocław,garage/basement/attic,49,Fatal
2013,Wrocław,medical facility,4,Fatal
2013,Wrocław,river/lake,11,Fatal
2013,Wrocław,railway,10,Fatal
2013,Wrocław,farm building,54,Fatal
2013,Wrocław,workplace,7,Fatal
2014,Bydgoszcz,street,0,Fatal
2014,Bydgoszcz,military area,1,Fatal
2014,Bydgoszcz,legal_isolation,1,Fatal
2014,Bydgoszcz,apartment,111,Fatal
2014,Bydgoszcz,park/forest,25,Fatal
2014,Bydgoszcz,garage/basement/attic,45,Fatal
2014,Bydgoszcz,medical facility,3,Fatal
2014,Bydgoszcz,river/lake,7,Fatal
2014,Bydgoszcz,railway,4,Fatal
2014,Bydgoszcz,farm building,51,Fatal
2014,Bydgoszcz,workplace,3,Fatal
2014,Białystok,street,1,Fatal
2014,Białystok,military area,0,Fatal
2014,Białystok,legal_isolation,2,Fatal
2014,Białystok,apartment,59,Fatal
2014,Białystok,park/forest,24,Fatal
2014,Białystok,garage/basement/attic,15,Fatal
2014,Białystok,medical facility,3,Fatal
2014,Białystok,river/lake,3,Fatal
2014,Białystok,railway,0,Fatal
2014,Białystok,farm building,48,Fatal
2014,Białystok,workplace,2,Fatal
2014,Gdańsk,street,5,Fatal
2014,Gdańsk,military area,0,Fatal
2014,Gdańsk,legal_isolation,2,Fatal
2014,Gdańsk,apartment,137,Fatal
2014,Gdańsk,park/forest,32,Fatal
2014,Gdańsk,garage/basement/attic,43,Fatal
2014,Gdańsk,medical facility,5,Fatal
2014,Gdańsk,river/lake,2,Fatal
2014,Gdańsk,railway,10,Fatal
2014,Gdańsk,farm building,54,Fatal
2014,Gdańsk,workplace,5,Fatal
2014,Gorzów Wlkp.,street,0,Fatal
2014,Gorzów Wlkp.,military area,0,Fatal
2014,Gorzów Wlkp.,legal_isolation,1,Fatal
2014,Gorzów Wlkp.,apartment,73,Fatal
2014,Gorzów Wlkp.,park/forest,25,Fatal
2014,Gorzów Wlkp.,garage/basement/attic,13,Fatal
2014,Gorzów Wlkp.,medical facility,1,Fatal
2014,Gorzów Wlkp.,river/lake,0,Fatal
2014,Gorzów Wlkp.,railway,2,Fatal
2014,Gorzów Wlkp.,farm building,22,Fatal
2014,Gorzów Wlkp.,workplace,0,Fatal
2014,Katowice,street,7,Fatal
2014,Katowice,military area,2,Fatal
2014,Katowice,legal_isolation,1,Fatal
2014,Katowice,apartment,311,Fatal
2014,Katowice,park/forest,83,Fatal
2014,Katowice,garage/basement/attic,104,Fatal
2014,Katowice,medical facility,14,Fatal
2014,Katowice,river/lake,2,Fatal
2014,Katowice,railway,11,Fatal
2014,Katowice,farm building,64,Fatal
2014,Katowice,workplace,8,Fatal
2014,Kielce,street,3,Fatal
2014,Kielce,military area,0,Fatal
2014,Kielce,legal_isolation,0,Fatal
2014,Kielce,apartment,81,Fatal
2014,Kielce,park/forest,19,Fatal
2014,Kielce,garage/basement/attic,21,Fatal
2014,Kielce,medical facility,4,Fatal
2014,Kielce,river/lake,8,Fatal
2014,Kielce,railway,2,Fatal
2014,Kielce,farm building,70,Fatal
2014,Kielce,workplace,1,Fatal
2014,Kraków,street,2,Fatal
2014,Kraków,military area,0,Fatal
2014,Kraków,legal_isolation,1,Fatal
2014,Kraków,apartment,166,Fatal
2014,Kraków,park/forest,53,Fatal
2014,Kraków,garage/basement/attic,78,Fatal
2014,Kraków,medical facility,5,Fatal
2014,Kraków,river/lake,11,Fatal
2014,Kraków,railway,8,Fatal
2014,Kraków,farm building,101,Fatal
2014,Kraków,workplace,6,Fatal
2014,Łódź,street,5,Fatal
2014,Łódź,military area,0,Fatal
2014,Łódź,legal_isolation,0,Fatal
2014,Łódź,apartment,178,Fatal
2014,Łódź,park/forest,55,Fatal
2014,Łódź,garage/basement/attic,44,Fatal
2014,Łódź,medical facility,4,Fatal
2014,Łódź,river/lake,2,Fatal
2014,Łódź,railway,10,Fatal
2014,Łódź,farm building,104,Fatal
2014,Łódź,workplace,2,Fatal
2014,Lublin,street,4,Fatal
2014,Lublin,military area,0,Fatal
2014,Lublin,legal_isolation,4,Fatal
2014,Lublin,apartment,122,Fatal
2014,Lublin,park/forest,32,Fatal
2014,Lublin,garage/basement/attic,35,Fatal
2014,Lublin,medical facility,4,Fatal
2014,Lublin,river/lake,3,Fatal
2014,Lublin,railway,4,Fatal
2014,Lublin,farm building,94,Fatal
2014,Lublin,workplace,4,Fatal
2014,Olsztyn,street,3,Fatal
2014,Olsztyn,military area,0,Fatal
2014,Olsztyn,legal_isolation,2,Fatal
2014,Olsztyn,apartment,110,Fatal
2014,Olsztyn,park/forest,30,Fatal
2014,Olsztyn,garage/basement/attic,32,Fatal
2014,Olsztyn,medical facility,1,Fatal
2014,Olsztyn,river/lake,0,Fatal
2014,Olsztyn,railway,8,Fatal
2014,Olsztyn,farm building,51,Fatal
2014,Olsztyn,workplace,1,Fatal
2014,Opole,street,1,Fatal
2014,Opole,military area,0,Fatal
2014,Opole,legal_isolation,1,Fatal
2014,Opole,apartment,54,Fatal
2014,Opole,park/forest,12,Fatal
2014,Opole,garage/basement/attic,17,Fatal
2014,Opole,medical facility,1,Fatal
2014,Opole,river/lake,4,Fatal
2014,Opole,railway,2,Fatal
2014,Opole,farm building,22,Fatal
2014,Opole,workplace,0,Fatal
2014,Poznań,street,5,Fatal
2014,Poznań,military area,0,Fatal
2014,Poznań,legal_isolation,0,Fatal
2014,Poznań,apartment,125,Fatal
2014,Poznań,park/forest,36,Fatal
2014,Poznań,garage/basement/attic,61,Fatal
2014,Poznań,medical facility,7,Fatal
2014,Poznań,river/lake,3,Fatal
2014,Poznań,railway,26,Fatal
2014,Poznań,farm building,105,Fatal
2014,Poznań,workplace,4,Fatal
2014,Rzeszów,street,1,Fatal
2014,Rzeszów,military area,0,Fatal
2014,Rzeszów,legal_isolation,0,Fatal
2014,Rzeszów,apartment,84,Fatal
2014,Rzeszów,park/forest,20,Fatal
2014,Rzeszów,garage/basement/attic,34,Fatal
2014,Rzeszów,medical facility,2,Fatal
2014,Rzeszów,river/lake,2,Fatal
2014,Rzeszów,railway,5,Fatal
2014,Rzeszów,farm building,82,Fatal
2014,Rzeszów,workplace,4,Fatal
2014,Szczecin,street,5,Fatal
2014,Szczecin,military area,0,Fatal
2014,Szczecin,legal_isolation,2,Fatal
2014,Szczecin,apartment,123,Fatal
2014,Szczecin,park/forest,42,Fatal
2014,Szczecin,garage/basement/attic,41,Fatal
2014,Szczecin,medical facility,4,Fatal
2014,Szczecin,river/lake,7,Fatal
2014,Szczecin,railway,5,Fatal
2014,Szczecin,farm building,37,Fatal
2014,Szczecin,workplace,3,Fatal
2014,Warszawa,street,7,Fatal
2014,Warszawa,military area,1,Fatal
2014,Warszawa,legal_isolation,2,Fatal
2014,Warszawa,apartment,182,Fatal
2014,Warszawa,park/forest,56,Fatal
2014,Warszawa,garage/basement/attic,47,Fatal
2014,Warszawa,medical facility,9,Fatal
2014,Warszawa,river/lake,2,Fatal
2014,Warszawa,railway,8,Fatal
2014,Warszawa,farm building,34,Fatal
2014,Warszawa,workplace,5,Fatal
2014,Radom,street,4,Fatal
2014,Radom,military area,0,Fatal
2014,Radom,legal_isolation,0,Fatal
2014,Radom,apartment,123,Fatal
2014,Radom,park/forest,51,Fatal
2014,Radom,garage/basement/attic,49,Fatal
2014,Radom,medical facility,4,Fatal
2014,Radom,river/lake,5,Fatal
2014,Radom,railway,2,Fatal
2014,Radom,farm building,144,Fatal
2014,Radom,workplace,2,Fatal
2014,Wrocław,street,16,Fatal
2014,Wrocław,military area,0,Fatal
2014,Wrocław,legal_isolation,2,Fatal
2014,Wrocław,apartment,230,Fatal
2014,Wrocław,park/forest,65,Fatal
2014,Wrocław,garage/basement/attic,70,Fatal
2014,Wrocław,medical facility,9,Fatal
2014,Wrocław,river/lake,2,Fatal
2014,Wrocław,railway,6,Fatal
2014,Wrocław,farm building,53,Fatal
2014,Wrocław,workplace,5,Fatal
2015,Bydgoszcz,street,4,Fatal
2015,Bydgoszcz,military area,0,Fatal
2015,Bydgoszcz,legal_isolation,1,Fatal
2015,Bydgoszcz,apartment,108,Fatal
2015,Bydgoszcz,park/forest,33,Fatal
2015,Bydgoszcz,garage/basement/attic,26,Fatal
2015,Bydgoszcz,medical facility,5,Fatal
2015,Bydgoszcz,river/lake,3,Fatal
2015,Bydgoszcz,railway,9,Fatal
2015,Bydgoszcz,farm building,41,Fatal
2015,Bydgoszcz,workplace,4,Fatal
2015,Białystok,street,4,Fatal
2015,Białystok,military area,0,Fatal
2015,Białystok,legal_isolation,2,Fatal
2015,Białystok,apartment,61,Fatal
2015,Białystok,park/forest,19,Fatal
2015,Białystok,garage/basement/attic,22,Fatal
2015,Białystok,medical facility,1,Fatal
2015,Białystok,river/lake,1,Fatal
2015,Białystok,railway,1,Fatal
2015,Białystok,farm building,25,Fatal
2015,Białystok,workplace,2,Fatal
2015,Gdańsk,street,5,Fatal
2015,Gdańsk,military area,0,Fatal
2015,Gdańsk,legal_isolation,1,Fatal
2015,Gdańsk,apartment,119,Fatal
2015,Gdańsk,park/forest,56,Fatal
2015,Gdańsk,garage/basement/attic,45,Fatal
2015,Gdańsk,medical facility,2,Fatal
2015,Gdańsk,river/lake,2,Fatal
2015,Gdańsk,railway,13,Fatal
2015,Gdańsk,farm building,31,Fatal
2015,Gdańsk,workplace,6,Fatal
2015,Gorzów Wlkp.,street,4,Fatal
2015,Gorzów Wlkp.,military area,0,Fatal
2015,Gorzów Wlkp.,legal_isolation,1,Fatal
2015,Gorzów Wlkp.,apartment,65,Fatal
2015,Gorzów Wlkp.,park/forest,29,Fatal
2015,Gorzów Wlkp.,garage/basement/attic,19,Fatal
2015,Gorzów Wlkp.,medical facility,0,Fatal
2015,Gorzów Wlkp.,river/lake,3,Fatal
2015,Gorzów Wlkp.,railway,2,Fatal
2015,Gorzów Wlkp.,farm building,25,Fatal
2015,Gorzów Wlkp.,workplace,1,Fatal
2015,Katowice,street,3,Fatal
2015,Katowice,military area,1,Fatal
2015,Katowice,legal_isolation,1,Fatal
2015,Katowice,apartment,301,Fatal
2015,Katowice,park/forest,62,Fatal
2015,Katowice,garage/basement/attic,86,Fatal
2015,Katowice,medical facility,9,Fatal
2015,Katowice,river/lake,5,Fatal
2015,Katowice,railway,14,Fatal
2015,Katowice,farm building,69,Fatal
2015,Katowice,workplace,8,Fatal
2015,Kielce,street,2,Fatal
2015,Kielce,military area,1,Fatal
2015,Kielce,legal_isolation,0,Fatal
2015,Kielce,apartment,83,Fatal
2015,Kielce,park/forest,18,Fatal
2015,Kielce,garage/basement/attic,25,Fatal
2015,Kielce,medical facility,2,Fatal
2015,Kielce,river/lake,1,Fatal
2015,Kielce,railway,3,Fatal
2015,Kielce,farm building,59,Fatal
2015,Kielce,workplace,3,Fatal
2015,Kraków,street,6,Fatal
2015,Kraków,military area,0,Fatal
2015,Kraków,legal_isolation,0,Fatal
2015,Kraków,apartment,145,Fatal
2015,Kraków,park/forest,45,Fatal
2015,Kraków,garage/basement/attic,54,Fatal
2015,Kraków,medical facility,6,Fatal
2015,Kraków,river/lake,3,Fatal
2015,Kraków,railway,6,Fatal
2015,Kraków,farm building,90,Fatal
2015,Kraków,workplace,3,Fatal
2015,Łódź,street,3,Fatal
2015,Łódź,military area,0,Fatal
2015,Łódź,legal_isolation,1,Fatal
2015,Łódź,apartment,156,Fatal
2015,Łódź,park/forest,29,Fatal
2015,Łódź,garage/basement/attic,41,Fatal
2015,Łódź,medical facility,7,Fatal
2015,Łódź,river/lake,3,Fatal
2015,Łódź,railway,11,Fatal
2015,Łódź,farm building,87,Fatal
2015,Łódź,workplace,1,Fatal
2015,Lublin,street,3,Fatal
2015,Lublin,military area,1,Fatal
2015,Lublin,legal_isolation,0,Fatal
2015,Lublin,apartment,111,Fatal
2015,Lublin,park/forest,29,Fatal
2015,Lublin,garage/basement/attic,37,Fatal
2015,Lublin,medical facility,7,Fatal
2015,Lublin,river/lake,2,Fatal
2015,Lublin,railway,4,Fatal
2015,Lublin,farm building,102,Fatal
2015,Lublin,workplace,1,Fatal
2015,Olsztyn,street,3,Fatal
2015,Olsztyn,military area,0,Fatal
2015,Olsztyn,legal_isolation,1,Fatal
2015,Olsztyn,apartment,100,Fatal
2015,Olsztyn,park/forest,23,Fatal
2015,Olsztyn,garage/basement/attic,33,Fatal
2015,Olsztyn,medical facility,2,Fatal
2015,Olsztyn,river/lake,5,Fatal
2015,Olsztyn,railway,0,Fatal
2015,Olsztyn,farm building,47,Fatal
2015,Olsztyn,workplace,1,Fatal
2015,Opole,street,3,Fatal
2015,Opole,military area,0,Fatal
2015,Opole,legal_isolation,1,Fatal
2015,Opole,apartment,40,Fatal
2015,Opole,park/forest,18,Fatal
2015,Opole,garage/basement/attic,22,Fatal
2015,Opole,medical facility,2,Fatal
2015,Opole,river/lake,1,Fatal
2015,Opole,railway,2,Fatal
2015,Opole,farm building,28,Fatal
2015,Opole,workplace,5,Fatal
2015,Poznań,street,5,Fatal
2015,Poznań,military area,0,Fatal
2015,Poznań,legal_isolation,1,Fatal
2015,Poznań,apartment,124,Fatal
2015,Poznań,park/forest,52,Fatal
2015,Poznań,garage/basement/attic,39,Fatal
2015,Poznań,medical facility,2,Fatal
2015,Poznań,river/lake,5,Fatal
2015,Poznań,railway,17,Fatal
2015,Poznań,farm building,96,Fatal
2015,Poznań,workplace,4,Fatal
2015,Rzeszów,street,2,Fatal
2015,Rzeszów,military area,0,Fatal
2015,Rzeszów,legal_isolation,0,Fatal
2015,Rzeszów,apartment,81,Fatal
2015,Rzeszów,park/forest,22,Fatal
2015,Rzeszów,garage/basement/attic,39,Fatal
2015,Rzeszów,medical facility,4,Fatal
2015,Rzeszów,river/lake,5,Fatal
2015,Rzeszów,railway,3,Fatal
2015,Rzeszów,farm building,65,Fatal
2015,Rzeszów,workplace,0,Fatal
2015,Szczecin,street,3,Fatal
2015,Szczecin,military area,0,Fatal
2015,Szczecin,legal_isolation,1,Fatal
2015,Szczecin,apartment,108,Fatal
2015,Szczecin,park/forest,37,Fatal
2015,Szczecin,garage/basement/attic,33,Fatal
2015,Szczecin,medical facility,2,Fatal
2015,Szczecin,river/lake,4,Fatal
2015,Szczecin,railway,6,Fatal
2015,Szczecin,farm building,47,Fatal
2015,Szczecin,workplace,2,Fatal
2015,Warszawa,street,9,Fatal
2015,Warszawa,military area,0,Fatal
2015,Warszawa,legal_isolation,1,Fatal
2015,Warszawa,apartment,171,Fatal
2015,Warszawa,park/forest,44,Fatal
2015,Warszawa,garage/basement/attic,35,Fatal
2015,Warszawa,medical facility,9,Fatal
2015,Warszawa,river/lake,2,Fatal
2015,Warszawa,railway,12,Fatal
2015,Warszawa,farm building,33,Fatal
2015,Warszawa,workplace,1,Fatal
2015,Radom,street,1,Fatal
2015,Radom,military area,0,Fatal
2015,Radom,legal_isolation,3,Fatal
2015,Radom,apartment,126,Fatal
2015,Radom,park/forest,54,Fatal
2015,Radom,garage/basement/attic,30,Fatal
2015,Radom,medical facility,4,Fatal
2015,Radom,river/lake,4,Fatal
2015,Radom,railway,1,Fatal
2015,Radom,farm building,124,Fatal
2015,Radom,workplace,0,Fatal
2015,Wrocław,street,5,Fatal
2015,Wrocław,military area,1,Fatal
2015,Wrocław,legal_isolation,1,Fatal
2015,Wrocław,apartment,192,Fatal
2015,Wrocław,park/forest,60,Fatal
2015,Wrocław,garage/basement/attic,56,Fatal
2015,Wrocław,medical facility,10,Fatal
2015,Wrocław,river/lake,5,Fatal
2015,Wrocław,railway,7,Fatal
2015,Wrocław,farm building,52,Fatal
2015,Wrocław,workplace,4,Fatal
2016,Bydgoszcz,street,2,Fatal
2016,Bydgoszcz,military area,0,Fatal
2016,Bydgoszcz,legal_isolation,2,Fatal
2016,Bydgoszcz,apartment,92,Fatal
2016,Bydgoszcz,park/forest,25,Fatal
2016,Bydgoszcz,garage/basement/attic,38,Fatal
2016,Bydgoszcz,medical facility,3,Fatal
2016,Bydgoszcz,river/lake,8,Fatal
2016,Bydgoszcz,railway,7,Fatal
2016,Bydgoszcz,farm building,42,Fatal
2016,Bydgoszcz,workplace,2,Fatal
2016,Białystok,street,1,Fatal
2016,Białystok,military area,0,Fatal
2016,Białystok,legal_isolation,0,Fatal
2016,Białystok,apartment,53,Fatal
2016,Białystok,park/forest,18,Fatal
2016,Białystok,garage/basement/attic,18,Fatal
2016,Białystok,medical facility,3,Fatal
2016,Białystok,river/lake,5,Fatal
2016,Białystok,railway,1,Fatal
2016,Białystok,farm building,46,Fatal
2016,Białystok,workplace,0,Fatal
2016,Gdańsk,street,5,Fatal
2016,Gdańsk,military area,0,Fatal
2016,Gdańsk,legal_isolation,0,Fatal
2016,Gdańsk,apartment,103,Fatal
2016,Gdańsk,park/forest,38,Fatal
2016,Gdańsk,garage/basement/attic,34,Fatal
2016,Gdańsk,medical facility,1,Fatal
2016,Gdańsk,river/lake,3,Fatal
2016,Gdańsk,railway,10,Fatal
2016,Gdańsk,farm building,53,Fatal
2016,Gdańsk,workplace,5,Fatal
2016,Gorzów Wlkp.,street,3,Fatal
2016,Gorzów Wlkp.,military area,0,Fatal
2016,Gorzów Wlkp.,legal_isolation,0,Fatal
2016,Gorzów Wlkp.,apartment,70,Fatal
2016,Gorzów Wlkp.,park/forest,21,Fatal
2016,Gorzów Wlkp.,garage/basement/attic,18,Fatal
2016,Gorzów Wlkp.,medical facility,1,Fatal
2016,Gorzów Wlkp.,river/lake,0,Fatal
2016,Gorzów Wlkp.,railway,2,Fatal
2016,Gorzów Wlkp.,farm building,25,Fatal
2016,Gorzów Wlkp.,workplace,3,Fatal
2016,Katowice,street,8,Fatal
2016,Katowice,military area,0,Fatal
2016,Katowice,legal_isolation,1,Fatal
2016,Katowice,apartment,304,Fatal
2016,Katowice,park/forest,62,Fatal
2016,Katowice,garage/basement/attic,95,Fatal
2016,Katowice,medical facility,7,Fatal
2016,Katowice,river/lake,3,Fatal
2016,Katowice,railway,17,Fatal
2016,Katowice,farm building,50,Fatal
2016,Katowice,workplace,5,Fatal
2016,Kielce,street,2,Fatal
2016,Kielce,military area,0,Fatal
2016,Kielce,legal_isolation,0,Fatal
2016,Kielce,apartment,75,Fatal
2016,Kielce,park/forest,20,Fatal
2016,Kielce,garage/basement/attic,12,Fatal
2016,Kielce,medical facility,2,Fatal
2016,Kielce,river/lake,1,Fatal
2016,Kielce,railway,1,Fatal
2016,Kielce,farm building,58,Fatal
2016,Kielce,workplace,2,Fatal
2016,Kraków,street,7,Fatal
2016,Kraków,military area,0,Fatal
2016,Kraków,legal_isolation,0,Fatal
2016,Kraków,apartment,144,Fatal
2016,Kraków,park/forest,47,Fatal
2016,Kraków,garage/basement/attic,65,Fatal
2016,Kraków,medical facility,9,Fatal
2016,Kraków,river/lake,7,Fatal
2016,Kraków,railway,5,Fatal
2016,Kraków,farm building,96,Fatal
2016,Kraków,workplace,0,Fatal
2016,Łódź,street,4,Fatal
2016,Łódź,military area,0,Fatal
2016,Łódź,legal_isolation,0,Fatal
2016,Łódź,apartment,147,Fatal
2016,Łódź,park/forest,24,Fatal
2016,Łódź,garage/basement/attic,46,Fatal
2016,Łódź,medical facility,6,Fatal
2016,Łódź,river/lake,2,Fatal
2016,Łódź,railway,8,Fatal
2016,Łódź,farm building,74,Fatal
2016,Łódź,workplace,3,Fatal
2016,Lublin,street,2,Fatal
2016,Lublin,military area,1,Fatal
2016,Lublin,legal_isolation,2,Fatal
2016,Lublin,apartment,108,Fatal
2016,Lublin,park/forest,33,Fatal
2016,Lublin,garage/basement/attic,27,Fatal
2016,Lublin,medical facility,6,Fatal
2016,Lublin,river/lake,6,Fatal
2016,Lublin,railway,5,Fatal
2016,Lublin,farm building,101,Fatal
2016,Lublin,workplace,0,Fatal
2016,Olsztyn,street,2,Fatal
2016,Olsztyn,military area,0,Fatal
2016,Olsztyn,legal_isolation,2,Fatal
2016,Olsztyn,apartment,83,Fatal
2016,Olsztyn,park/forest,26,Fatal
2016,Olsztyn,garage/basement/attic,34,Fatal
2016,Olsztyn,medical facility,0,Fatal
2016,Olsztyn,river/lake,4,Fatal
2016,Olsztyn,railway,3,Fatal
2016,Olsztyn,farm building,40,Fatal
2016,Olsztyn,workplace,1,Fatal
2016,Opole,street,2,Fatal
2016,Opole,military area,0,Fatal
2016,Opole,legal_isolation,1,Fatal
2016,Opole,apartment,47,Fatal
2016,Opole,park/forest,11,Fatal
2016,Opole,garage/basement/attic,23,Fatal
2016,Opole,medical facility,5,Fatal
2016,Opole,river/lake,1,Fatal
2016,Opole,railway,5,Fatal
2016,Opole,farm building,21,Fatal
2016,Opole,workplace,1,Fatal
2016,Poznań,street,2,Fatal
2016,Poznań,military area,0,Fatal
2016,Poznań,legal_isolation,2,Fatal
2016,Poznań,apartment,136,Fatal
2016,Poznań,park/forest,47,Fatal
2016,Poznań,garage/basement/attic,32,Fatal
2016,Poznań,medical facility,2,Fatal
2016,Poznań,river/lake,8,Fatal
2016,Poznań,railway,12,Fatal
2016,Poznań,farm building,87,Fatal
2016,Poznań,workplace,2,Fatal
2016,Rzeszów,street,0,Fatal
2016,Rzeszów,military area,0,Fatal
2016,Rzeszów,legal_isolation,0,Fatal
2016,Rzeszów,apartment,77,Fatal
2016,Rzeszów,park/forest,26,Fatal
2016,Rzeszów,garage/basement/attic,34,Fatal
2016,Rzeszów,medical facility,2,Fatal
2016,Rzeszów,river/lake,1,Fatal
2016,Rzeszów,railway,6,Fatal
2016,Rzeszów,farm building,63,Fatal
2016,Rzeszów,workplace,1,Fatal
2016,Szczecin,street,3,Fatal
2016,Szczecin,military area,0,Fatal
2016,Szczecin,legal_isolation,1,Fatal
2016,Szczecin,apartment,108,Fatal
2016,Szczecin,park/forest,30,Fatal
2016,Szczecin,garage/basement/attic,22,Fatal
2016,Szczecin,medical facility,3,Fatal
2016,Szczecin,river/lake,1,Fatal
2016,Szczecin,railway,8,Fatal
2016,Szczecin,farm building,44,Fatal
2016,Szczecin,workplace,4,Fatal
2016,Warszawa,street,8,Fatal
2016,Warszawa,military area,0,Fatal
2016,Warszawa,legal_isolation,2,Fatal
2016,Warszawa,apartment,179,Fatal
2016,Warszawa,park/forest,47,Fatal
2016,Warszawa,garage/basement/attic,21,Fatal
2016,Warszawa,medical facility,7,Fatal
2016,Warszawa,river/lake,1,Fatal
2016,Warszawa,railway,17,Fatal
2016,Warszawa,farm building,30,Fatal
2016,Warszawa,workplace,7,Fatal
2016,Radom,street,7,Fatal
2016,Radom,military area,0,Fatal
2016,Radom,legal_isolation,1,Fatal
2016,Radom,apartment,124,Fatal
2016,Radom,park/forest,41,Fatal
2016,Radom,garage/basement/attic,40,Fatal
2016,Radom,medical facility,4,Fatal
2016,Radom,river/lake,5,Fatal
2016,Radom,railway,2,Fatal
2016,Radom,farm building,127,Fatal
2016,Radom,workplace,4,Fatal
2016,Wrocław,street,7,Fatal
2016,Wrocław,military area,1,Fatal
2016,Wrocław,legal_isolation,2,Fatal
2016,Wrocław,apartment,212,Fatal
2016,Wrocław,park/forest,39,Fatal
2016,Wrocław,garage/basement/attic,53,Fatal
2016,Wrocław,medical facility,5,Fatal
2016,Wrocław,river/lake,4,Fatal
2016,Wrocław,railway,8,Fatal
2016,Wrocław,farm building,53,Fatal
2016,Wrocław,workplace,6,Fatal
2017,Bydgoszcz,street,7,Fatal
2017,Bydgoszcz,legal_isolation,0,Fatal
2017,Bydgoszcz,apartment,99,Fatal
2017,Bydgoszcz,park/forest,35,Fatal
2017,Bydgoszcz,garage/basement/attic,37,Fatal
2017,Bydgoszcz,medical facility,0,Fatal
2017,Bydgoszcz,military area,0,Fatal
2017,Bydgoszcz,river/lake,6,Fatal
2017,Bydgoszcz,railway,3,Fatal
2017,Bydgoszcz,farm building,27,Fatal
2017,Bydgoszcz,workplace,1,Fatal
2017,Bydgoszcz,school,0,Fatal
2017,Białystok,street,1,Fatal
2017,Białystok,legal_isolation,1,Fatal
2017,Białystok,apartment,61,Fatal
2017,Białystok,park/forest,16,Fatal
2017,Białystok,garage/basement/attic,21,Fatal
2017,Białystok,medical facility,2,Fatal
2017,Białystok,military area,0,Fatal
2017,Białystok,river/lake,2,Fatal
2017,Białystok,railway,3,Fatal
2017,Białystok,farm building,30,Fatal
2017,Białystok,workplace,0,Fatal
2017,Białystok,school,0,Fatal
2017,Gdańsk,street,13,Fatal
2017,Gdańsk,legal_isolation,0,Fatal
2017,Gdańsk,apartment,134,Fatal
2017,Gdańsk,park/forest,29,Fatal
2017,Gdańsk,garage/basement/attic,45,Fatal
2017,Gdańsk,medical facility,4,Fatal
2017,Gdańsk,military area,0,Fatal
2017,Gdańsk,river/lake,1,Fatal
2017,Gdańsk,railway,14,Fatal
2017,Gdańsk,farm building,39,Fatal
2017,Gdańsk,workplace,3,Fatal
2017,Gdańsk,school,0,Fatal
2017,Gorzów Wlkp.,street,2,Fatal
2017,Gorzów Wlkp.,legal_isolation,1,Fatal
2017,Gorzów Wlkp.,apartment,81,Fatal
2017,Gorzów Wlkp.,park/forest,15,Fatal
2017,Gorzów Wlkp.,garage/basement/attic,16,Fatal
2017,Gorzów Wlkp.,medical facility,0,Fatal
2017,Gorzów Wlkp.,military area,0,Fatal
