Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2013,Polska,8575,80-84,134,Attempted,Female,1577,NA,NA
2014,KWP Bydgoszcz,326,80-84,6,Attempted,Female,43,354006,9.208883465252002e-4
2014,KWP Białystok,358,80-84,2,Attempted,Female,64,293407,0.0012201481218921157
2014,KWP Gdańsk,449,80-84,6,Attempted,Female,91,582205,7.712060184986388e-4
2014,KWP Gorzów Wlkp.,241,80-84,6,Attempted,Female,38,122141,0.0019731294160028165
2014,KWP Katowice,1407,80-84,14,Attempted,Female,312,302397,0.004652823936745404
2014,KWP Kielce,839,80-84,9,Attempted,Female,173,195942,0.004281879331638955
2014,KWP Kraków,1004,80-84,24,Attempted,Female,250,766683,0.0013095373185527787
2014,KWP Łódź,893,80-84,13,Attempted,Female,207,696708,0.0012817421358732783
2014,KWP Lublin,532,80-84,7,Attempted,Female,100,342039,0.0015553781878674653
2014,KWP Olsztyn,627,80-84,6,Attempted,Female,109,173718,0.0036092978275135564
2014,KWP Opole,228,80-84,7,Attempted,Female,44,118303,0.0019272545920221804
2014,KWP Poznań,601,80-84,10,Attempted,Female,105,540365,0.001112211190584142
2014,KWP Rzeszów,425,80-84,9,Attempted,Female,70,183901,0.0023110260411852027
2014,KWP Szczecin,457,80-84,7,Attempted,Female,114,404461,0.0011298988035929299
2014,KSP Warszawa,539,80-84,16,Attempted,Female,121,1790658,3.010066690568495e-4
2014,KWP Radom,598,80-84,7,Attempted,Female,94,213715,0.0027981189902440166
2014,KWP Wrocław,683,80-84,13,Attempted,Female,122,638659,0.0010694282864564658
2014,Polska,10207,80-84,162,Attempted,Female,2057,NA,NA
2015,KWP Bydgoszcz,344,80-84,6,Attempted,Female,47,354006,9.7173494234561e-4
2015,KWP Białystok,310,80-84,6,Attempted,Female,58,293407,0.0010565528429792063
2015,KWP Gdańsk,470,80-84,10,Attempted,Female,90,582205,8.07275787737996e-4
2015,KWP Gorzów Wlkp.,278,80-84,0,Attempted,Female,44,122141,0.002276057998542668
2015,KWP Katowice,1511,80-84,16,Attempted,Female,359,302397,0.004996742692553167
2015,KWP Kielce,793,80-84,13,Attempted,Female,195,195942,0.004047115983301181
2015,KWP Kraków,898,80-84,14,Attempted,Female,235,766683,0.0011712793944824655
2015,KWP Łódź,906,80-84,10,Attempted,Female,212,696708,0.0013004013159027886
2015,KWP Lublin,502,80-84,5,Attempted,Female,88,342039,0.0014676688915591497
2015,KWP Olsztyn,589,80-84,7,Attempted,Female,100,173718,0.003390552504633947
2015,KWP Opole,235,80-84,5,Attempted,Female,42,118303,0.001986424689145668
2015,KWP Poznań,574,80-84,5,Attempted,Female,81,540365,0.001062244964052076
2015,KWP Rzeszów,466,80-84,5,Attempted,Female,93,183901,0.0025339720828054225
2015,KWP Szczecin,435,80-84,9,Attempted,Female,77,404461,0.001075505425739441
2015,KSP Warszawa,484,80-84,6,Attempted,Female,97,1790658,2.702917028265587e-4
2015,KWP Radom,559,80-84,11,Attempted,Female,84,213715,0.002615632969141146
2015,KWP Wrocław,619,80-84,14,Attempted,Female,99,638659,9.692183152511748e-4
2015,Polska,9973,80-84,142,Attempted,Female,2001,NA,NA
2016,KWP Bydgoszcz,351,80-84,8,Attempted,Female,54,354006,9.915086184979916e-4
2016,KWP Białystok,389,80-84,5,Attempted,Female,78,293407,0.0013258034061900364
2016,KWP Gdańsk,461,80-84,6,Attempted,Female,87,582205,7.918173152068429e-4
2016,KWP Gorzów Wlkp.,284,80-84,1,Attempted,Female,51,122141,0.002325181552468049
2016,KWP Katowice,1436,80-84,20,Attempted,Female,368,302397,0.004748724359037953
2016,KWP Kielce,670,80-84,6,Attempted,Female,143,195942,0.003419379204050178
2016,KWP Kraków,1029,80-84,20,Attempted,Female,300,766683,0.0013421453195127581
2016,KWP Łódź,1003,80-84,17,Attempted,Female,257,696708,0.0014396275053537493
2016,KWP Lublin,465,80-84,10,Attempted,Female,80,342039,0.0013594940927788937
2016,KWP Olsztyn,483,80-84,9,Attempted,Female,88,173718,0.0027803681829171416
2016,KWP Opole,244,80-84,5,Attempted,Female,48,118303,0.0020625005283044385
2016,KWP Poznań,549,80-84,10,Attempted,Female,101,540365,0.0010159799394853478
2016,KWP Rzeszów,441,80-84,7,Attempted,Female,69,183901,0.0023980293745004106
2016,KWP Szczecin,415,80-84,4,Attempted,Female,67,404461,0.0010260569004180873
2016,KSP Warszawa,475,80-84,8,Attempted,Female,99,1790658,2.652656174434202e-4
2016,KWP Radom,558,80-84,11,Attempted,Female,85,213715,0.0026109538403949186
2016,KWP Wrocław,608,80-84,22,Attempted,Female,137,638659,9.519947264502653e-4
2016,Polska,9861,80-84,169,Attempted,Female,2112,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,80-84,NA,Attempted,Female,NA,NA,NA
2013,KWP Bydgoszcz,303,85+,7,Attempted,Female,55,354006,8.55917696310232e-4
2013,KWP Białystok,283,85+,5,Attempted,Female,53,293407,9.645304985906949e-4
2013,KWP Gdańsk,399,85+,1,Attempted,Female,57,582205,6.853256155477882e-4
2013,KWP Gorzów Wlkp.,265,85+,4,Attempted,Female,56,122141,0.002169623631704342
2013,KWP Katowice,1149,85+,16,Attempted,Female,234,302397,0.00379964086945307
2013,KWP Kielce,725,85+,11,Attempted,Female,136,195942,0.003700074511845342
2013,KWP Kraków,752,85+,12,Attempted,Female,192,766683,9.808486688761848e-4
2013,KWP Łódź,699,85+,10,Attempted,Female,125,696708,0.0010032897569713568
2013,KWP Lublin,474,85+,10,Attempted,Female,77,342039,0.0013858068816713883
2013,KWP Olsztyn,461,85+,5,Attempted,Female,86,173718,0.0026537261538815784
2013,KWP Opole,218,85+,3,Attempted,Female,42,118303,0.0018427258818457689
2013,KWP Poznań,504,85+,7,Attempted,Female,88,540365,9.327028952652374e-4
2013,KWP Rzeszów,327,85+,5,Attempted,Female,41,183901,0.0017781306246295561
2013,KWP Szczecin,416,85+,5,Attempted,Female,69,404461,0.001028529326684155
2013,KSP Warszawa,510,85+,15,Attempted,Female,94,1790658,2.8481150504451434e-4
2013,KWP Radom,527,85+,8,Attempted,Female,68,213715,0.0024659008492618675
2013,KWP Wrocław,563,85+,9,Attempted,Female,104,638659,8.815345904465451e-4
2013,Polska,8575,85+,133,Attempted,Female,1577,NA,NA
2014,KWP Bydgoszcz,326,85+,5,Attempted,Female,43,354006,9.208883465252002e-4
2014,KWP Białystok,358,85+,6,Attempted,Female,64,293407,0.0012201481218921157
2014,KWP Gdańsk,449,85+,4,Attempted,Female,91,582205,7.712060184986388e-4
2014,KWP Gorzów Wlkp.,241,85+,3,Attempted,Female,38,122141,0.0019731294160028165
2014,KWP Katowice,1407,85+,12,Attempted,Female,312,302397,0.004652823936745404
2014,KWP Kielce,839,85+,6,Attempted,Female,173,195942,0.004281879331638955
2014,KWP Kraków,1004,85+,11,Attempted,Female,250,766683,0.0013095373185527787
2014,KWP Łódź,893,85+,15,Attempted,Female,207,696708,0.0012817421358732783
2014,KWP Lublin,532,85+,6,Attempted,Female,100,342039,0.0015553781878674653
2014,KWP Olsztyn,627,85+,3,Attempted,Female,109,173718,0.0036092978275135564
2014,KWP Opole,228,85+,0,Attempted,Female,44,118303,0.0019272545920221804
2014,KWP Poznań,601,85+,5,Attempted,Female,105,540365,0.001112211190584142
2014,KWP Rzeszów,425,85+,6,Attempted,Female,70,183901,0.0023110260411852027
2014,KWP Szczecin,457,85+,5,Attempted,Female,114,404461,0.0011298988035929299
2014,KSP Warszawa,539,85+,13,Attempted,Female,121,1790658,3.010066690568495e-4
2014,KWP Radom,598,85+,5,Attempted,Female,94,213715,0.0027981189902440166
2014,KWP Wrocław,683,85+,8,Attempted,Female,122,638659,0.0010694282864564658
2014,Polska,10207,85+,113,Attempted,Female,2057,NA,NA
2015,KWP Bydgoszcz,344,85+,5,Attempted,Female,47,354006,9.7173494234561e-4
2015,KWP Białystok,310,85+,6,Attempted,Female,58,293407,0.0010565528429792063
2015,KWP Gdańsk,470,85+,10,Attempted,Female,90,582205,8.07275787737996e-4
2015,KWP Gorzów Wlkp.,278,85+,4,Attempted,Female,44,122141,0.002276057998542668
2015,KWP Katowice,1511,85+,16,Attempted,Female,359,302397,0.004996742692553167
2015,KWP Kielce,793,85+,6,Attempted,Female,195,195942,0.004047115983301181
2015,KWP Kraków,898,85+,7,Attempted,Female,235,766683,0.0011712793944824655
2015,KWP Łódź,906,85+,9,Attempted,Female,212,696708,0.0013004013159027886
2015,KWP Lublin,502,85+,9,Attempted,Female,88,342039,0.0014676688915591497
2015,KWP Olsztyn,589,85+,5,Attempted,Female,100,173718,0.003390552504633947
2015,KWP Opole,235,85+,1,Attempted,Female,42,118303,0.001986424689145668
2015,KWP Poznań,574,85+,9,Attempted,Female,81,540365,0.001062244964052076
2015,KWP Rzeszów,466,85+,5,Attempted,Female,93,183901,0.0025339720828054225
2015,KWP Szczecin,435,85+,3,Attempted,Female,77,404461,0.001075505425739441
2015,KSP Warszawa,484,85+,10,Attempted,Female,97,1790658,2.702917028265587e-4
2015,KWP Radom,559,85+,9,Attempted,Female,84,213715,0.002615632969141146
2015,KWP Wrocław,619,85+,11,Attempted,Female,99,638659,9.692183152511748e-4
2015,Polska,9973,85+,125,Attempted,Female,2001,NA,NA
2016,KWP Bydgoszcz,351,85+,3,Attempted,Female,54,354006,9.915086184979916e-4
2016,KWP Białystok,389,85+,5,Attempted,Female,78,293407,0.0013258034061900364
2016,KWP Gdańsk,461,85+,8,Attempted,Female,87,582205,7.918173152068429e-4
2016,KWP Gorzów Wlkp.,284,85+,5,Attempted,Female,51,122141,0.002325181552468049
2016,KWP Katowice,1436,85+,21,Attempted,Female,368,302397,0.004748724359037953
2016,KWP Kielce,670,85+,7,Attempted,Female,143,195942,0.003419379204050178
2016,KWP Kraków,1029,85+,11,Attempted,Female,300,766683,0.0013421453195127581
2016,KWP Łódź,1003,85+,14,Attempted,Female,257,696708,0.0014396275053537493
2016,KWP Lublin,465,85+,4,Attempted,Female,80,342039,0.0013594940927788937
2016,KWP Olsztyn,483,85+,3,Attempted,Female,88,173718,0.0027803681829171416
2016,KWP Opole,244,85+,4,Attempted,Female,48,118303,0.0020625005283044385
2016,KWP Poznań,549,85+,9,Attempted,Female,101,540365,0.0010159799394853478
2016,KWP Rzeszów,441,85+,10,Attempted,Female,69,183901,0.0023980293745004106
2016,KWP Szczecin,415,85+,5,Attempted,Female,67,404461,0.0010260569004180873
2016,KSP Warszawa,475,85+,17,Attempted,Female,99,1790658,2.652656174434202e-4
2016,KWP Radom,558,85+,7,Attempted,Female,85,213715,0.0026109538403949186
2016,KWP Wrocław,608,85+,12,Attempted,Female,137,638659,9.519947264502653e-4
2016,Polska,9861,85+,145,Attempted,Female,2112,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,85+,NA,Attempted,Female,NA,NA,NA
2017,KWP Bydgoszcz,385,0-6,0,Attempted,Female,69,354006,0.001087552188380988
2017,KWP Białystok,348,0-6,0,Attempted,Female,91,293407,0.0011860657721185928
2017,KWP Gdańsk,587,0-6,0,Attempted,Female,154,582205,0.0010082359306429866
2017,KWP Gorzów Wlkp.,288,0-6,0,Attempted,Female,55,122141,0.0023579305884183035
2017,KWP Katowice,1667,0-6,0,Attempted,Female,504,302397,0.005512620826264811
2017,KWP Kielce,610,0-6,0,Attempted,Female,138,195942,0.0031131661410009085
2017,KWP Kraków,1023,0-6,0,Attempted,Female,307,766683,0.001334319399282363
2017,KWP Łódź,1267,0-6,0,Attempted,Female,359,696708,0.0018185523921068797
2017,KWP Lublin,557,0-6,0,Attempted,Female,107,342039,0.001628469268124395
2017,KWP Olsztyn,563,0-6,0,Attempted,Female,137,173718,0.003240884652137372
2017,KWP Opole,234,0-6,0,Attempted,Female,44,118303,0.0019779718181280274
2017,KWP Poznań,678,0-6,0,Attempted,Female,117,540365,0.0012547074662496646
2017,KWP Rzeszów,580,0-6,0,Attempted,Female,116,183901,0.003153870832676277
2017,KWP Szczecin,466,0-6,0,Attempted,Female,96,404461,0.0011521506399875389
2017,KSP Warszawa,461,0-6,0,Attempted,Female,77,1790658,2.574472624029826e-4
2017,KWP Radom,643,0-6,0,Attempted,Female,106,213715,0.003008679783824252
2017,KWP Wrocław,782,0-6,0,Attempted,Female,146,638659,0.0012244405856646505
2017,Polska,11139,0-6,0,Attempted,Female,2623,NA,NA
2018,KWP Bydgoszcz,413,0-6,0,Attempted,Female,84,354006,0.0011666468929905143
2018,KWP Białystok,346,0-6,0,Attempted,Female,74,293407,0.0011792493021638884
2018,KWP Gdańsk,569,0-6,0,Attempted,Female,147,582205,9.773189855806802e-4
2018,KWP Gorzów Wlkp.,294,0-6,0,Attempted,Female,66,122141,0.0024070541423436846
2018,KWP Katowice,1686,0-6,0,Attempted,Female,497,302397,0.005575452137421998
2018,KWP Kielce,517,0-6,0,Attempted,Female,135,195942,0.0026385358932745403
2018,KWP Kraków,1033,0-6,0,Attempted,Female,326,766683,0.001347362599666355
2018,KWP Łódź,1240,0-6,0,Attempted,Female,381,696708,0.0017797987105071277
2018,KWP Lublin,612,0-6,0,Attempted,Female,136,342039,0.0017892696446896407
2018,KWP Olsztyn,546,0-6,0,Attempted,Female,106,173718,0.003143024902428073
2018,KWP Opole,210,0-6,0,Attempted,Female,47,118303,0.0017751029137046397
2018,KWP Poznań,706,0-6,0,Attempted,Female,129,540365,0.0013065242937644
2018,KWP Rzeszów,592,0-6,0,Attempted,Female,138,183901,0.0032191233326626825
2018,KWP Szczecin,421,0-6,0,Attempted,Female,78,404461,0.0010408914580144935
2018,KSP Warszawa,497,0-6,0,Attempted,Female,106,1790658,2.775516039355365e-4
2018,KWP Radom,626,0-6,0,Attempted,Female,116,213715,0.002929134595138385
2018,KWP Wrocław,859,0-6,0,Attempted,Female,237,638659,0.0013450057072710163
2018,Polska,11167,0-6,0,Attempted,Female,2803,NA,NA
2019,KWP Bydgoszcz,401,0-6,0,Attempted,Female,76,354006,0.0011327491624435744
2019,KWP Białystok,461,0-6,0,Attempted,Female,133,293407,0.0015711963245594004
2019,KWP Gdańsk,675,0-6,0,Attempted,Female,198,582205,0.0011593854398364836
2019,KWP Gorzów Wlkp.,369,0-6,0,Attempted,Female,79,122141,0.0030210985664109514
2019,KWP Katowice,1620,0-6,0,Attempted,Female,529,302397,0.005357196003928611
2019,KWP Kielce,512,0-6,0,Attempted,Female,153,195942,0.0026130181380204344
2019,KWP Kraków,1075,0-6,0,Attempted,Female,317,766683,0.0014021440412791207
2019,KWP Łódź,1252,0-6,0,Attempted,Female,400,696708,0.0017970225689959065
2019,KWP Lublin,667,0-6,0,Attempted,Female,162,342039,0.0019500700212548862
2019,KWP Olsztyn,611,0-6,0,Attempted,Female,130,173718,0.0035171945336695105
2019,KWP Opole,215,0-6,0,Attempted,Female,45,118303,0.0018173672687928455
2019,KWP Poznań,747,0-6,0,Attempted,Female,144,540365,0.001382398934053834
2019,KWP Rzeszów,545,0-6,0,Attempted,Female,133,183901,0.0029635510410492604
2019,KWP Szczecin,526,0-6,0,Attempted,Female,131,404461,0.0013004962159515999
2019,KSP Warszawa,517,0-6,0,Attempted,Female,133,1790658,2.887206825647332e-4
2019,KWP Radom,672,0-6,0,Attempted,Female,115,213715,0.003144374517464848
2019,KWP Wrocław,1096,0-6,0,Attempted,Female,299,638659,0.0017160957568906098
2019,Polska,11961,0-6,0,Attempted,Female,3177,NA,NA
2020,KWP Bydgoszcz,396,0-6,0,Attempted,Female,79,354006,0.0011186251080490162
2020,KWP Białystok,498,0-6,0,Attempted,Female,117,293407,0.0016973010187214348
2020,KWP Gdańsk,724,0-6,0,Attempted,Female,224,582205,0.0012435482347283174
2020,KWP Gorzów Wlkp.,315,0-6,0,Attempted,Female,75,122141,0.0025789865810825195
2020,KWP Katowice,1709,0-6,0,Attempted,Female,527,302397,0.005651511093033331
2020,KWP Kielce,533,0-6,0,Attempted,Female,147,195942,0.002720192710087679
2020,KWP Kraków,1148,0-6,0,Attempted,Female,342,766683,0.001497359404082261
2020,KWP Łódź,1263,0-6,0,Attempted,Female,421,696708,0.0018128111059439536
2020,KWP Lublin,626,0-6,0,Attempted,Female,154,342039,0.0018302006496335214
2020,KWP Olsztyn,566,0-6,0,Attempted,Female,133,173718,0.0032581540197331306
2020,KWP Opole,194,0-6,0,Attempted,Female,49,118303,0.0016398569774223816
2020,KWP Poznań,746,0-6,0,Attempted,Female,144,540365,0.001380548333071165
2020,KWP Rzeszów,580,0-6,0,Attempted,Female,144,183901,0.003153870832676277
2020,KWP Szczecin,529,0-6,0,Attempted,Female,129,404461,0.0013079134947498027
2020,KSP Warszawa,548,0-6,0,Attempted,Female,139,1790658,3.06032754439988e-4
2020,KWP Radom,654,0-6,0,Attempted,Female,143,213715,0.003060150200032754
2020,KWP Wrocław,984,0-6,0,Attempted,Female,249,638659,0.0015407283072813504
2020,Polska,12013,0-6,0,Attempted,Female,3216,NA,NA
2021,KWP Bydgoszcz,448,0-6,0,Attempted,Female,111,354006,0.0012655152737524222
2021,KWP Białystok,542,0-6,0,Attempted,Female,153,293407,0.001847263357724935
2021,KWP Gdańsk,1675,0-6,0,Attempted,Female,639,582205,0.0028769934988534967
2021,KWP Gorzów Wlkp.,333,0-6,0,Attempted,Female,89,122141,0.0027263572428586633
2021,KWP Katowice,1806,0-6,0,Attempted,Female,624,302397,0.005972281471046339
2021,KWP Kielce,528,0-6,0,Attempted,Female,159,195942,0.002694674954833573
2021,KWP Kraków,1217,0-6,0,Attempted,Female,422,766683,0.0015873574867318043
2021,KWP Łódź,1351,0-6,0,Attempted,Female,487,696708,0.0019391194015283303
2021,KWP Lublin,726,0-6,0,Attempted,Female,224,342039,0.0021225649706612406
2021,KWP Olsztyn,585,0-6,0,Attempted,Female,195,173718,0.0033675266811729354
2021,KWP Opole,226,0-6,0,Attempted,Female,40,118303,0.001910348849986898
2021,KWP Poznań,806,0-6,0,Attempted,Female,171,540365,0.0014915843920313122
2021,KWP Rzeszów,631,0-6,0,Attempted,Female,149,183901,0.0034311939576185013
2021,KWP Szczecin,594,0-6,0,Attempted,Female,191,404461,0.001468621202044202
2021,KSP Warszawa,621,0-6,0,Attempted,Female,161,1790658,3.467998914365557e-4
2021,KWP Radom,675,0-6,0,Attempted,Female,146,213715,0.0031584119037035303
2021,KWP Wrocław,1034,0-6,0,Attempted,Female,331,638659,0.0016190173472854842
2021,Polska,13798,0-6,0,Attempted,Female,4292,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
NA,NA,NA,0-6,NA,Attempted,Female,NA,NA,NA
2017,KWP Bydgoszcz,385,7-12,0,Attempted,Female,69,354006,0.001087552188380988
2017,KWP Białystok,348,7-12,0,Attempted,Female,91,293407,0.0011860657721185928
2017,KWP Gdańsk,587,7-12,3,Attempted,Female,154,582205,0.0010082359306429866
2017,KWP Gorzów Wlkp.,288,7-12,2,Attempted,Female,55,122141,0.0023579305884183035
2017,KWP Katowice,1667,7-12,4,Attempted,Female,504,302397,0.005512620826264811
2017,KWP Kielce,610,7-12,1,Attempted,Female,138,195942,0.0031131661410009085
2017,KWP Kraków,1023,7-12,4,Attempted,Female,307,766683,0.001334319399282363
2017,KWP Łódź,1267,7-12,0,Attempted,Female,359,696708,0.0018185523921068797
2017,KWP Lublin,557,7-12,4,Attempted,Female,107,342039,0.001628469268124395
2017,KWP Olsztyn,563,7-12,5,Attempted,Female,137,173718,0.003240884652137372
2017,KWP Opole,234,7-12,1,Attempted,Female,44,118303,0.0019779718181280274
2017,KWP Poznań,678,7-12,1,Attempted,Female,117,540365,0.0012547074662496646
2017,KWP Rzeszów,580,7-12,0,Attempted,Female,116,183901,0.003153870832676277
2017,KWP Szczecin,466,7-12,0,Attempted,Female,96,404461,0.0011521506399875389
2017,KSP Warszawa,461,7-12,2,Attempted,Female,77,1790658,2.574472624029826e-4
2017,KWP Radom,643,7-12,0,Attempted,Female,106,213715,0.003008679783824252
2017,KWP Wrocław,782,7-12,1,Attempted,Female,146,638659,0.0012244405856646505
2017,Polska,11139,7-12,28,Attempted,Female,2623,NA,NA
2018,KWP Bydgoszcz,413,7-12,1,Attempted,Female,84,354006,0.0011666468929905143
2018,KWP Białystok,346,7-12,0,Attempted,Female,74,293407,0.0011792493021638884
2018,KWP Gdańsk,569,7-12,2,Attempted,Female,147,582205,9.773189855806802e-4
2018,KWP Gorzów Wlkp.,294,7-12,2,Attempted,Female,66,122141,0.0024070541423436846
2018,KWP Katowice,1686,7-12,3,Attempted,Female,497,302397,0.005575452137421998
2018,KWP Kielce,517,7-12,2,Attempted,Female,135,195942,0.0026385358932745403
2018,KWP Kraków,1033,7-12,1,Attempted,Female,326,766683,0.001347362599666355
2018,KWP Łódź,1240,7-12,3,Attempted,Female,381,696708,0.0017797987105071277
2018,KWP Lublin,612,7-12,3,Attempted,Female,136,342039,0.0017892696446896407
2018,KWP Olsztyn,546,7-12,1,Attempted,Female,106,173718,0.003143024902428073
2018,KWP Opole,210,7-12,2,Attempted,Female,47,118303,0.0017751029137046397
2018,KWP Poznań,706,7-12,0,Attempted,Female,129,540365,0.0013065242937644
2018,KWP Rzeszów,592,7-12,2,Attempted,Female,138,183901,0.0032191233326626825
2018,KWP Szczecin,421,7-12,1,Attempted,Female,78,404461,0.0010408914580144935
2018,KSP Warszawa,497,7-12,0,Attempted,Female,106,1790658,2.775516039355365e-4
2018,KWP Radom,626,7-12,1,Attempted,Female,116,213715,0.002929134595138385
2018,KWP Wrocław,859,7-12,2,Attempted,Female,237,638659,0.0013450057072710163
2018,Polska,11167,7-12,26,Attempted,Female,2803,NA,NA
2019,KWP Bydgoszcz,401,7-12,2,Attempted,Female,76,354006,0.0011327491624435744
2019,KWP Białystok,461,7-12,1,Attempted,Female,133,293407,0.0015711963245594004
2019,KWP Gdańsk,675,7-12,3,Attempted,Female,198,582205,0.0011593854398364836
2019,KWP Gorzów Wlkp.,369,7-12,0,Attempted,Female,79,122141,0.0030210985664109514
2019,KWP Katowice,1620,7-12,10,Attempted,Female,529,302397,0.005357196003928611
2019,KWP Kielce,512,7-12,1,Attempted,Female,153,195942,0.0026130181380204344
2019,KWP Kraków,1075,7-12,2,Attempted,Female,317,766683,0.0014021440412791207
2019,KWP Łódź,1252,7-12,3,Attempted,Female,400,696708,0.0017970225689959065
2019,KWP Lublin,667,7-12,1,Attempted,Female,162,342039,0.0019500700212548862
2019,KWP Olsztyn,611,7-12,2,Attempted,Female,130,173718,0.0035171945336695105
2019,KWP Opole,215,7-12,1,Attempted,Female,45,118303,0.0018173672687928455
2019,KWP Poznań,747,7-12,3,Attempted,Female,144,540365,0.001382398934053834
2019,KWP Rzeszów,545,7-12,3,Attempted,Female,133,183901,0.0029635510410492604
2019,KWP Szczecin,526,7-12,1,Attempted,Female,131,404461,0.0013004962159515999
