Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2017,KWP Katowice,601,60-64,45,Fatal,Male,513,302397,0.0019874535792352437
2017,KWP Kielce,199,60-64,23,Fatal,Male,179,195942,0.001015606659113411
2017,KWP Kraków,414,60-64,36,Fatal,Male,340,766683,5.399884958972613e-4
2017,KWP Łódź,380,60-64,42,Fatal,Male,325,696708,5.454221854779908e-4
2017,KWP Lublin,331,60-64,40,Fatal,Male,283,342039,9.677259026017501e-4
2017,KWP Olsztyn,226,60-64,25,Fatal,Male,192,173718,0.0013009590255471512
2017,KWP Opole,126,60-64,7,Fatal,Male,109,118303,0.0010650617482227838
2017,KWP Poznań,411,60-64,42,Fatal,Male,353,540365,7.605970038770091e-4
2017,KWP Rzeszów,285,60-64,30,Fatal,Male,249,183901,0.0015497468746771361
2017,KWP Szczecin,249,60-64,31,Fatal,Male,203,404461,6.156341402508524e-4
2017,KSP Warszawa,348,60-64,39,Fatal,Male,304,1790658,1.9434196814802158e-4
2017,KWP Radom,393,60-64,43,Fatal,Male,351,213715,0.001838897597267389
2017,KWP Wrocław,440,60-64,43,Fatal,Male,391,638659,6.889435520363763e-4
2017,Polska,5276,60-64,536,Fatal,Male,4524,NA,NA
2018,KWP Bydgoszcz,281,60-64,31,Fatal,Male,239,354006,7.937718569741756e-4
2018,KWP Białystok,139,60-64,19,Fatal,Male,124,293407,4.7374466185196674e-4
2018,KWP Gdańsk,274,60-64,29,Fatal,Male,240,582205,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,153,60-64,16,Fatal,Male,129,122141,0.0012526506250972237
2018,KWP Katowice,596,60-64,48,Fatal,Male,530,302397,0.001970919023667563
2018,KWP Kielce,181,60-64,26,Fatal,Male,151,195942,9.237427401986302e-4
2018,KWP Kraków,398,60-64,43,Fatal,Male,335,766683,5.191193752828744e-4
2018,KWP Łódź,391,60-64,42,Fatal,Male,324,696708,5.612107224260379e-4
2018,KWP Lublin,321,60-64,31,Fatal,Male,279,342039,9.384894704989781e-4
2018,KWP Olsztyn,215,60-64,22,Fatal,Male,193,173718,0.0012376380110293694
2018,KWP Opole,116,60-64,15,Fatal,Male,100,118303,9.805330380463725e-4
2018,KWP Poznań,386,60-64,53,Fatal,Male,337,540365,7.14331979310281e-4
2018,KWP Rzeszów,273,60-64,23,Fatal,Male,239,183901,0.0014844943746907303
2018,KWP Szczecin,262,60-64,37,Fatal,Male,227,404461,6.477756817097322e-4
2018,KSP Warszawa,377,60-64,33,Fatal,Male,318,1790658,2.105371321603567e-4
2018,KWP Radom,392,60-64,55,Fatal,Male,349,213715,0.0018342184685211614
2018,KWP Wrocław,427,60-64,42,Fatal,Male,357,638659,6.685884016353014e-4
2018,Polska,5182,60-64,565,Fatal,Male,4471,NA,NA
2019,KWP Bydgoszcz,260,60-64,34,Fatal,Male,228,354006,7.344508285170308e-4
2019,KWP Białystok,172,60-64,18,Fatal,Male,147,293407,5.862164161045919e-4
2019,KWP Gdańsk,313,60-64,36,Fatal,Male,265,582205,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,176,60-64,18,Fatal,Male,150,122141,0.0014409575818111855
2019,KWP Katowice,548,60-64,39,Fatal,Male,455,302397,0.0018121872902178262
2019,KWP Kielce,190,60-64,15,Fatal,Male,164,195942,9.696746996560206e-4
2019,KWP Kraków,432,60-64,43,Fatal,Male,362,766683,5.634662565884466e-4
2019,KWP Łódź,345,60-64,30,Fatal,Male,302,696708,4.951859315523863e-4
2019,KWP Lublin,306,60-64,35,Fatal,Male,268,342039,8.946348223448203e-4
2019,KWP Olsztyn,242,60-64,38,Fatal,Male,211,173718,0.0013930623193911973
2019,KWP Opole,129,60-64,16,Fatal,Male,105,118303,0.0010904203612757072
2019,KWP Poznań,438,60-64,40,Fatal,Male,382,540365,8.105632304090753e-4
2019,KWP Rzeszów,235,60-64,30,Fatal,Male,204,183901,0.0012778614580671122
2019,KWP Szczecin,266,60-64,33,Fatal,Male,233,404461,6.576653867740029e-4
2019,KSP Warszawa,349,60-64,29,Fatal,Male,277,1790658,1.9490042207948139e-4
2019,KWP Radom,401,60-64,35,Fatal,Male,363,213715,0.0018763306272372084
2019,KWP Wrocław,453,60-64,44,Fatal,Male,381,638659,7.09298702437451e-4
2019,Polska,5255,60-64,533,Fatal,Male,4497,NA,NA
2020,KWP Bydgoszcz,255,60-64,25,Fatal,Male,217,354006,7.203267741224725e-4
2020,KWP Białystok,173,60-64,18,Fatal,Male,150,293407,5.896246510819442e-4
2020,KWP Gdańsk,302,60-64,29,Fatal,Male,262,582205,5.187176338231379e-4
2020,KWP Gorzów Wlkp.,148,60-64,28,Fatal,Male,128,122141,0.001211714330159406
2020,KWP Katowice,562,60-64,54,Fatal,Male,463,302397,0.0018584840458073328
2020,KWP Kielce,192,60-64,21,Fatal,Male,166,195942,9.79881801757663e-4
2020,KWP Kraków,475,60-64,47,Fatal,Male,393,766683,6.195520182396114e-4
2020,KWP Łódź,329,60-64,39,Fatal,Male,278,696708,4.7222078690068147e-4
2020,KWP Lublin,302,60-64,34,Fatal,Male,261,342039,8.829402495037116e-4
2020,KWP Olsztyn,245,60-64,17,Fatal,Male,212,173718,0.001410331686986956
2020,KWP Opole,105,60-64,9,Fatal,Male,90,118303,0.00088755145685231985
2020,KWP Poznań,409,60-64,39,Fatal,Male,353,540365,7.568958019116708e-4
2020,KWP Rzeszów,250,60-64,32,Fatal,Male,220,183901,0.0013594270830501194
2020,KWP Szczecin,243,60-64,24,Fatal,Male,204,404461,6.007995826544462e-4
2020,KSP Warszawa,377,60-64,19,Fatal,Male,302,1790658,2.105371321603567e-4
2020,KWP Radom,375,60-64,51,Fatal,Male,324,213715,0.0017546732798352947
2020,KWP Wrocław,423,60-64,38,Fatal,Male,363,638659,6.623252784349708e-4
2020,Polska,5165,60-64,524,Fatal,Male,4386,NA,NA
2021,KWP Bydgoszcz,278,60-64,29,Fatal,Male,229,354006,7.852974243374406e-4
2021,KWP Białystok,147,60-64,12,Fatal,Male,126,293407,5.010105416707849e-4
2021,KWP Gdańsk,320,60-64,23,Fatal,Male,269,582205,5.496345788854442e-4
2021,KWP Gorzów Wlkp.,177,60-64,24,Fatal,Male,143,122141,0.001449144840798749
2021,KWP Katowice,582,60-64,50,Fatal,Male,494,302397,0.0019246222680780562
2021,KWP Kielce,188,60-64,17,Fatal,Male,167,195942,9.594675975543784e-4
2021,KWP Kraków,422,60-64,38,Fatal,Male,361,766683,5.504230562044548e-4
2021,KWP Łódź,325,60-64,31,Fatal,Male,279,696708,4.6647950073775525e-4
2021,KWP Lublin,321,60-64,35,Fatal,Male,263,342039,9.384894704989781e-4
2021,KWP Olsztyn,218,60-64,20,Fatal,Male,177,173718,0.001254907378625128
2021,KWP Opole,120,60-64,9,Fatal,Male,111,118303,0.001014344522116937
2021,KWP Poznań,413,60-64,33,Fatal,Male,363,540365,7.642982058423474e-4
2021,KWP Rzeszów,269,60-64,29,Fatal,Male,233,183901,0.0014627435413619284
2021,KWP Szczecin,245,60-64,17,Fatal,Male,206,404461,6.057444351865816e-4
2021,KSP Warszawa,407,60-64,21,Fatal,Male,333,1790658,2.2729075010415167e-4
2021,KWP Radom,359,60-64,29,Fatal,Male,317,213715,0.0016798072198956555
2021,KWP Wrocław,410,60-64,37,Fatal,Male,342,638659,6.41970128033896e-4
2021,Polska,5201,60-64,454,Fatal,Male,4413,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,60-64,NA,Fatal,Male,NA,NA,NA
2017,KWP Bydgoszcz,247,65-69,18,Fatal,Male,216,354006,6.977282870911793e-4
2017,KWP Białystok,142,65-69,8,Fatal,Male,111,293407,4.8396936678402356e-4
2017,KWP Gdańsk,318,65-69,19,Fatal,Male,266,582205,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,166,65-69,12,Fatal,Male,139,122141,0.00135908499193555
2017,KWP Katowice,601,65-69,39,Fatal,Male,513,302397,0.0019874535792352437
2017,KWP Kielce,199,65-69,16,Fatal,Male,179,195942,0.001015606659113411
2017,KWP Kraków,414,65-69,34,Fatal,Male,340,766683,5.399884958972613e-4
2017,KWP Łódź,380,65-69,29,Fatal,Male,325,696708,5.454221854779908e-4
2017,KWP Lublin,331,65-69,26,Fatal,Male,283,342039,9.677259026017501e-4
2017,KWP Olsztyn,226,65-69,9,Fatal,Male,192,173718,0.0013009590255471512
2017,KWP Opole,126,65-69,11,Fatal,Male,109,118303,0.0010650617482227838
2017,KWP Poznań,411,65-69,33,Fatal,Male,353,540365,7.605970038770091e-4
2017,KWP Rzeszów,285,65-69,20,Fatal,Male,249,183901,0.0015497468746771361
2017,KWP Szczecin,249,65-69,16,Fatal,Male,203,404461,6.156341402508524e-4
2017,KSP Warszawa,348,65-69,20,Fatal,Male,304,1790658,1.9434196814802158e-4
2017,KWP Radom,393,65-69,29,Fatal,Male,351,213715,0.001838897597267389
2017,KWP Wrocław,440,65-69,40,Fatal,Male,391,638659,6.889435520363763e-4
2017,Polska,5276,65-69,379,Fatal,Male,4524,NA,NA
2018,KWP Bydgoszcz,281,65-69,16,Fatal,Male,239,354006,7.937718569741756e-4
2018,KWP Białystok,139,65-69,7,Fatal,Male,124,293407,4.7374466185196674e-4
2018,KWP Gdańsk,274,65-69,20,Fatal,Male,240,582205,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,153,65-69,15,Fatal,Male,129,122141,0.0012526506250972237
2018,KWP Katowice,596,65-69,44,Fatal,Male,530,302397,0.001970919023667563
2018,KWP Kielce,181,65-69,10,Fatal,Male,151,195942,9.237427401986302e-4
2018,KWP Kraków,398,65-69,24,Fatal,Male,335,766683,5.191193752828744e-4
2018,KWP Łódź,391,65-69,28,Fatal,Male,324,696708,5.612107224260379e-4
2018,KWP Lublin,321,65-69,21,Fatal,Male,279,342039,9.384894704989781e-4
2018,KWP Olsztyn,215,65-69,22,Fatal,Male,193,173718,0.0012376380110293694
2018,KWP Opole,116,65-69,4,Fatal,Male,100,118303,9.805330380463725e-4
2018,KWP Poznań,386,65-69,28,Fatal,Male,337,540365,7.14331979310281e-4
2018,KWP Rzeszów,273,65-69,14,Fatal,Male,239,183901,0.0014844943746907303
2018,KWP Szczecin,262,65-69,18,Fatal,Male,227,404461,6.477756817097322e-4
2018,KSP Warszawa,377,65-69,24,Fatal,Male,318,1790658,2.105371321603567e-4
2018,KWP Radom,392,65-69,38,Fatal,Male,349,213715,0.0018342184685211614
2018,KWP Wrocław,427,65-69,24,Fatal,Male,357,638659,6.685884016353014e-4
2018,Polska,5182,65-69,357,Fatal,Male,4471,NA,NA
2019,KWP Bydgoszcz,260,65-69,17,Fatal,Male,228,354006,7.344508285170308e-4
2019,KWP Białystok,172,65-69,13,Fatal,Male,147,293407,5.862164161045919e-4
2019,KWP Gdańsk,313,65-69,25,Fatal,Male,265,582205,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,176,65-69,14,Fatal,Male,150,122141,0.0014409575818111855
2019,KWP Katowice,548,65-69,45,Fatal,Male,455,302397,0.0018121872902178262
2019,KWP Kielce,190,65-69,24,Fatal,Male,164,195942,9.696746996560206e-4
2019,KWP Kraków,432,65-69,30,Fatal,Male,362,766683,5.634662565884466e-4
2019,KWP Łódź,345,65-69,25,Fatal,Male,302,696708,4.951859315523863e-4
2019,KWP Lublin,306,65-69,19,Fatal,Male,268,342039,8.946348223448203e-4
2019,KWP Olsztyn,242,65-69,14,Fatal,Male,211,173718,0.0013930623193911973
2019,KWP Opole,129,65-69,12,Fatal,Male,105,118303,0.0010904203612757072
2019,KWP Poznań,438,65-69,31,Fatal,Male,382,540365,8.105632304090753e-4
2019,KWP Rzeszów,235,65-69,18,Fatal,Male,204,183901,0.0012778614580671122
2019,KWP Szczecin,266,65-69,25,Fatal,Male,233,404461,6.576653867740029e-4
2019,KSP Warszawa,349,65-69,25,Fatal,Male,277,1790658,1.9490042207948139e-4
2019,KWP Radom,401,65-69,26,Fatal,Male,363,213715,0.0018763306272372084
2019,KWP Wrocław,453,65-69,40,Fatal,Male,381,638659,7.09298702437451e-4
2019,Polska,5255,65-69,403,Fatal,Male,4497,NA,NA
2020,KWP Bydgoszcz,255,65-69,12,Fatal,Male,217,354006,7.203267741224725e-4
2020,KWP Białystok,173,65-69,4,Fatal,Male,150,293407,5.896246510819442e-4
2020,KWP Gdańsk,302,65-69,16,Fatal,Male,262,582205,5.187176338231379e-4
2020,KWP Gorzów Wlkp.,148,65-69,7,Fatal,Male,128,122141,0.001211714330159406
2020,KWP Katowice,562,65-69,33,Fatal,Male,463,302397,0.0018584840458073328
2020,KWP Kielce,192,65-69,18,Fatal,Male,166,195942,9.79881801757663e-4
2020,KWP Kraków,475,65-69,52,Fatal,Male,393,766683,6.195520182396114e-4
2020,KWP Łódź,329,65-69,29,Fatal,Male,278,696708,4.7222078690068147e-4
2020,KWP Lublin,302,65-69,27,Fatal,Male,261,342039,8.829402495037116e-4
2020,KWP Olsztyn,245,65-69,21,Fatal,Male,212,173718,0.001410331686986956
2020,KWP Opole,105,65-69,6,Fatal,Male,90,118303,0.00088755145685231985
2020,KWP Poznań,409,65-69,35,Fatal,Male,353,540365,7.568958019116708e-4
2020,KWP Rzeszów,250,65-69,18,Fatal,Male,220,183901,0.0013594270830501194
2020,KWP Szczecin,243,65-69,10,Fatal,Male,204,404461,6.007995826544462e-4
2020,KSP Warszawa,377,65-69,31,Fatal,Male,302,1790658,2.105371321603567e-4
2020,KWP Radom,375,65-69,29,Fatal,Male,324,213715,0.0017546732798352947
2020,KWP Wrocław,423,65-69,39,Fatal,Male,363,638659,6.623252784349708e-4
2020,Polska,5165,65-69,387,Fatal,Male,4386,NA,NA
2021,KWP Bydgoszcz,278,65-69,25,Fatal,Male,229,354006,7.852974243374406e-4
2021,KWP Białystok,147,65-69,17,Fatal,Male,126,293407,5.010105416707849e-4
2021,KWP Gdańsk,320,65-69,20,Fatal,Male,269,582205,5.496345788854442e-4
2021,KWP Gorzów Wlkp.,177,65-69,14,Fatal,Male,143,122141,0.001449144840798749
2021,KWP Katowice,582,65-69,32,Fatal,Male,494,302397,0.0019246222680780562
2021,KWP Kielce,188,65-69,19,Fatal,Male,167,195942,9.594675975543784e-4
2021,KWP Kraków,422,65-69,28,Fatal,Male,361,766683,5.504230562044548e-4
2021,KWP Łódź,325,65-69,20,Fatal,Male,279,696708,4.6647950073775525e-4
2021,KWP Lublin,321,65-69,30,Fatal,Male,263,342039,9.384894704989781e-4
2021,KWP Olsztyn,218,65-69,20,Fatal,Male,177,173718,0.001254907378625128
2021,KWP Opole,120,65-69,4,Fatal,Male,111,118303,0.001014344522116937
2021,KWP Poznań,413,65-69,30,Fatal,Male,363,540365,7.642982058423474e-4
2021,KWP Rzeszów,269,65-69,16,Fatal,Male,233,183901,0.0014627435413619284
2021,KWP Szczecin,245,65-69,18,Fatal,Male,206,404461,6.057444351865816e-4
2021,KSP Warszawa,407,65-69,20,Fatal,Male,333,1790658,2.2729075010415167e-4
2021,KWP Radom,359,65-69,32,Fatal,Male,317,213715,0.0016798072198956555
2021,KWP Wrocław,410,65-69,33,Fatal,Male,342,638659,6.41970128033896e-4
2021,Polska,5201,65-69,378,Fatal,Male,4413,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,65-69,NA,Fatal,Male,NA,NA,NA
2017,KWP Bydgoszcz,247,70-74,13,Fatal,Male,216,354006,6.977282870911793e-4
2017,KWP Białystok,142,70-74,3,Fatal,Male,111,293407,4.8396936678402356e-4
2017,KWP Gdańsk,318,70-74,5,Fatal,Male,266,582205,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,166,70-74,7,Fatal,Male,139,122141,0.00135908499193555
2017,KWP Katowice,601,70-74,24,Fatal,Male,513,302397,0.0019874535792352437
2017,KWP Kielce,199,70-74,14,Fatal,Male,179,195942,0.001015606659113411
2017,KWP Kraków,414,70-74,19,Fatal,Male,340,766683,5.399884958972613e-4
2017,KWP Łódź,380,70-74,17,Fatal,Male,325,696708,5.454221854779908e-4
2017,KWP Lublin,331,70-74,7,Fatal,Male,283,342039,9.677259026017501e-4
2017,KWP Olsztyn,226,70-74,13,Fatal,Male,192,173718,0.0013009590255471512
2017,KWP Opole,126,70-74,2,Fatal,Male,109,118303,0.0010650617482227838
2017,KWP Poznań,411,70-74,15,Fatal,Male,353,540365,7.605970038770091e-4
2017,KWP Rzeszów,285,70-74,10,Fatal,Male,249,183901,0.0015497468746771361
2017,KWP Szczecin,249,70-74,10,Fatal,Male,203,404461,6.156341402508524e-4
2017,KSP Warszawa,348,70-74,16,Fatal,Male,304,1790658,1.9434196814802158e-4
2017,KWP Radom,393,70-74,20,Fatal,Male,351,213715,0.001838897597267389
2017,KWP Wrocław,440,70-74,18,Fatal,Male,391,638659,6.889435520363763e-4
2017,Polska,5276,70-74,213,Fatal,Male,4524,NA,NA
2018,KWP Bydgoszcz,281,70-74,15,Fatal,Male,239,354006,7.937718569741756e-4
2018,KWP Białystok,139,70-74,6,Fatal,Male,124,293407,4.7374466185196674e-4
2018,KWP Gdańsk,274,70-74,12,Fatal,Male,240,582205,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,153,70-74,8,Fatal,Male,129,122141,0.0012526506250972237
2018,KWP Katowice,596,70-74,20,Fatal,Male,530,302397,0.001970919023667563
2018,KWP Kielce,181,70-74,6,Fatal,Male,151,195942,9.237427401986302e-4
2018,KWP Kraków,398,70-74,26,Fatal,Male,335,766683,5.191193752828744e-4
2018,KWP Łódź,391,70-74,26,Fatal,Male,324,696708,5.612107224260379e-4
2018,KWP Lublin,321,70-74,20,Fatal,Male,279,342039,9.384894704989781e-4
2018,KWP Olsztyn,215,70-74,14,Fatal,Male,193,173718,0.0012376380110293694
2018,KWP Opole,116,70-74,9,Fatal,Male,100,118303,9.805330380463725e-4
2018,KWP Poznań,386,70-74,11,Fatal,Male,337,540365,7.14331979310281e-4
2018,KWP Rzeszów,273,70-74,19,Fatal,Male,239,183901,0.0014844943746907303
2018,KWP Szczecin,262,70-74,14,Fatal,Male,227,404461,6.477756817097322e-4
2018,KSP Warszawa,377,70-74,24,Fatal,Male,318,1790658,2.105371321603567e-4
2018,KWP Radom,392,70-74,10,Fatal,Male,349,213715,0.0018342184685211614
2018,KWP Wrocław,427,70-74,21,Fatal,Male,357,638659,6.685884016353014e-4
2018,Polska,5182,70-74,261,Fatal,Male,4471,NA,NA
2019,KWP Bydgoszcz,260,70-74,14,Fatal,Male,228,354006,7.344508285170308e-4
2019,KWP Białystok,172,70-74,4,Fatal,Male,147,293407,5.862164161045919e-4
2019,KWP Gdańsk,313,70-74,15,Fatal,Male,265,582205,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,176,70-74,11,Fatal,Male,150,122141,0.0014409575818111855
2019,KWP Katowice,548,70-74,24,Fatal,Male,455,302397,0.0018121872902178262
2019,KWP Kielce,190,70-74,13,Fatal,Male,164,195942,9.696746996560206e-4
2019,KWP Kraków,432,70-74,20,Fatal,Male,362,766683,5.634662565884466e-4
2019,KWP Łódź,345,70-74,21,Fatal,Male,302,696708,4.951859315523863e-4
2019,KWP Lublin,306,70-74,12,Fatal,Male,268,342039,8.946348223448203e-4
2019,KWP Olsztyn,242,70-74,14,Fatal,Male,211,173718,0.0013930623193911973
2019,KWP Opole,129,70-74,6,Fatal,Male,105,118303,0.0010904203612757072
2019,KWP Poznań,438,70-74,30,Fatal,Male,382,540365,8.105632304090753e-4
2019,KWP Rzeszów,235,70-74,10,Fatal,Male,204,183901,0.0012778614580671122
2019,KWP Szczecin,266,70-74,17,Fatal,Male,233,404461,6.576653867740029e-4
2019,KSP Warszawa,349,70-74,19,Fatal,Male,277,1790658,1.9490042207948139e-4
2019,KWP Radom,401,70-74,19,Fatal,Male,363,213715,0.0018763306272372084
2019,KWP Wrocław,453,70-74,31,Fatal,Male,381,638659,7.09298702437451e-4
2019,Polska,5255,70-74,280,Fatal,Male,4497,NA,NA
2020,KWP Bydgoszcz,255,70-74,14,Fatal,Male,217,354006,7.203267741224725e-4
